OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Eed	Agk
Eed	Psmd3
Eed	Ube4b
Eed	Srd5a3
Eed	Tanc1
Eed	Ndc1
Eed	Fto
Eed	Tmx2
Eed	Ppp2r2a
Eed	Anxa5
Eed	ATP8
Eed	Ogt
Eed	Pdlim7
Eed	Herc2
Eed	Numb
Eed	Atp6v1h
Eed	Gsk3b
Eed	Tsen15
Eed	Ndufa8
Eed	Txn1
Eed	Impa1
Eed	Ttc27
Eed	Rnpep
Eed	Actr10
Eed	Vps18
Eed	Lgmn
Eed	Rcl1
Eed	Twf2
Eed	Ppp1r7
Eed	Txnl1
Eed	Pip4k2c
Eed	Ormdl1
Eed	Polr2h
Eed	Fcf1
Eed	Sart1
Eed	Ndufa6
Eed	Vkorc1
Eed	Mzt1
Eed	Drosha
Eed	Tfip11
Eed	Higd1a
Eed	Timm50
Eed	Tbc1d31
Eed	Ptplb
Eed	Tmem14c
Eed	Rnps1
Eed	Fkbp10
Eed	Brix1
Eed	Vps53
Eed	Nsd1
Eed	Gpam
Eed	Mogs
Eed	Psma5
Eed	Cwc22
Eed	Zw10
Eed	Vps41
Eed	Slc25a10
Eed	Stk4
Eed	Dbt
Eed	Stk26
Eed	Sec61a1
Eed	Papd4
Eed	Kpna4
Eed	Eif3f
Eed	Ipo7
Eed	Kif5b
Eed	Ssr3
Eed	Tecr
Eed	Abcd3
Eed	Eef1b2
Eed	Ola1
Eed	Ndufa13
Eed	Bag2
Eed	Gnl1
Eed	Lsr
Eed	Cacybp
Eed	Timm17b
Eed	Ppp2r5c
Eed	Lsm5
Eed	Arpc1b
Eed	Slc16a1
Eed	Nxn
Eed	Xpo7
Eed	Arpc5l
Eed	Sftpd
Eed	Iglc2
Eed	Rhebl1
Eed	Ankfy1
Eed	Bola2
Eed	Gas2l3
Eed	Eif3k
Eed	Farsa
Eed	P4ha2
Eed	Paics
Eed	Ilf3
Eed	Usp5
Eed	Ddx41
Eed	Rpl15
Eed	Timm23
Eed	Eps8l2
Eed	Capn1
Eed	Nrk
Eed	Ssb
Eed	Mycbp2
Eed	Sun2
Eed	Rpl37a
Eed	Kntc1
Eed	Skp1a
Eed	Kif2c
Eed	Cox6c
Eed	Ctps
Eed	9030624J02Rik
Eed	Rrm1
Eed	Otub1
Eed	Kif17
Eed	Ikbkap
Eed	Acsl4
Eed	Limch1
Eed	Ppp1r9b
Eed	Tomm70a
Eed	Faf1
Eed	Prkag1
Eed	Psmc4
Eed	Plxnb2
Eed	Cttn
Eed	Rps25
Eed	Cgn
Eed	Snx18
Eed	Hcn3
Eed	Cblb
Eed	Vps16
Eed	Unc45b
Eed	Napa
Eed	Anxa7
Eed	Cgnl1
Eed	Arpc2
Eed	Ckb
Eed	Igkv14-111
Eed	Ctu1
Eed	Dmxl1
Eed	Snx7
Eed	Usp21
Eed	Pzp
Eed	Igkv4-55
Eed	Cep170b
Eed	Slc35g1
Eed	Gmfb
Eed	Clip1
Eed	Mdga1
Eed	E430025E21Rik
Eed	Vcp
Eed	Ndufs1
Eed	Macf1
Eed	Xpot
Eed	Atp5l
Eed	Usp9x
Eed	Scyl1
Eed	Fkbp1a
Eed	Dnmt1
Eed	Ascc3
Eed	Tom1
Eed	Ptges3
Eed	Cdc42bpb
Eed	Vat1
Eed	Pcnt
Eed	Asns
Eed	Nap1l1
Eed	Dis3
Eed	Carm1
Eed	Gzmf
Eed	Ftl1
Eed	Igk-V28
Eed	LOC433053
Eed	Igkv12-47
Eed	Atp6v0d1
Eed	Trio
Eed	Gldc
Eed	Rnf10
Eed	Copb1
Eed	Rps9
Eed	Hnrnpc
Eed	Atp5j2
Eed	Rpl26
Eed	Tbc1d17
Eed	C330027C09Rik
Eed	Bax
Eed	Rps5
Eed	Stxbp2
Eed	As3mt
Eed	Ttll12
Eed	Ckap4
Eed	Nsf
Eed	Psat1
Eed	Capns1
Eed	Grn
Eed	Mark2
Eed	Phf5a
Eed	Crocc
Eed	Coro1b
Eed	Dynll1
Eed	Atp6v0c
Eed	Cep290
Eed	Obscn
Eed	Rpl17
Eed	Magoh
Eed	Rap1b
Eed	Uqcrc2
Eed	Galk1
Eed	Sec11a
Eed	Ap1g1
Eed	Ostc
Eed	Rhpn2
Eed	Lrrfip2
Eed	Arhgdia
Eed	Snrpd1
Eed	Aars
Eed	Rpl31
Eed	Prss2
Eed	Dnm1l
Eed	Thop1
Eed	Rab18
Eed	Nckap1
Eed	Eif5a
Eed	Capn6
Eed	Prdx2
Eed	Flot2
Eed	Gnb2
Eed	Abcf2
Eed	Rai14
Eed	Plgrkt
Eed	Ighvhs107.a3.106
Eed	Pdcd6ip
Eed	Gnai2
Eed	Rpl36
Eed	Atp2a2
Eed	Uba1
Eed	Capn2
Eed	Eno1
Eed	Ube2m
Eed	Xpnpep1
Eed	Eps15l1
Eed	Aprt
Eed	Cotl1
Eed	Pdlim1
Eed	Ce9
Eed	LOC238440
Eed	Sec23a
Eed	Pabpc1
Eed	Erh
Eed	Mad2l1
Eed	Mapk1
Eed	Usmg5
Eed	Rps14
Eed	Fn1
Eed	Ezr
Eed	Mvp
Eed	Hip1
Eed	Igh-VS107
Eed	Ighm
Eed	Mtch2
Eed	Ctnnb1
Eed	Sar1b
Eed	Rps11
Eed	Snx2
Eed	Rhot1
Eed	Rplp2
Eed	Rras2
Eed	Rab31
Eed	Lgals1
Eed	Vps29
Eed	Atp5k
Eed	Nup88
Eed	Atxn10
Eed	Dsp
Eed	Hsph1
Eed	Fam129b
Eed	Dtymk
Eed	Arf6
Eed	Tbc1d15
Eed	Lrrc40
Eed	Mllt4
Eed	Arpc5
Eed	Ston2
Eed	Igkv12-41
Eed	Cyfip1
Eed	Arl8b
Eed	Atp1a1
Eed	Epn2
Eed	Ndufa4
Eed	Igh-VJ558
Eed	Igkv12-44
Eed	Rhoc
Eed	Pdxdc1
Eed	Sipa1l1
Eed	Gfpt1
Eed	Uqcrq
Eed	Atp6v0a1
Eed	Ehd1
Eed	Ipo9
Eed	Cse1l
Eed	Rpl38
Eed	Acly
Eed	Ykt6
Eed	Fabp3
Eed	Rps13
Eed	Atic
Eed	Rpl32
Eed	Rars
Eed	Gart
Eed	Ipo4
Eed	Ctnnd1
Eed	Wdr1
Eed	Plekhg3
Eed	Copg1
Eed	Ctnna1
Eed	Arpc4
Eed	Tln1
Eed	Prdx1
Eed	Tnpo1
Eed	Hist1h2bm
Eed	Myo19
Eed	Rps27l
Eed	Rps27a
Eed	Tpt1
Eed	Tpm3
Eed	Ap2s1
Eed	Slc25a3
Eed	Fxr1
Eed	Ipo5
Eed	Arf3
Eed	Clint1
Eed	Rpl12
Eed	Tjp1
Eed	Dapk1
Eed	Pik3c2a
Eed	Igh-VX24
Eed	Nexn
Eed	Iqgap1
Eed	Ppia
Eed	Flii
Eed	Ap2m1
Eed	Tuba1c
Eed	Dhx9
Eed	Pls3
Eed	Calm1
Eed	Ighg1
Eed	Myl12b
Eed	Ap2b1
Eed	Svil
Ring1	Eed
Ago2	Cdkn1b
Ago2	Mef2c
Ago2	Myc
Itch	Notch1
Mdm2	Arrb2
Nedd8	Senp8
Nedd8	Uchl3
Isg15	Usp5
Id3	Cops7a
Ube2i	Gata1
Wwp2	Polr2a
Sema4a	Psap
Sema4a	Optn
Sema4a	Rab11a
Optn	Rab11a
Sema4a	Rlbp1
Psap	Sort1
Sema4a	Rbp1
Cdh1	Ctnna1
Myf5	Cdh1
Sirt1	Dyrk3
Sirt1	Dyrk1a
Hcn3	Kctd3
Hcn3	Pex5l
Nanog	Mapk3
Nanog	Mapk1
Mapk3	Rps6ka3
Mapk1	Rps6ka3
Nanog	Fbxw4
Nanog	Fbxw5
Nanog	Fbxw8
Siva1	Tnfrsf18
Pik3cb	Nbn
Pik3cb	Rad17
Psen1	Atp6v0a1
Ctsd	Igf2r
Stt3b	Psen1
Sec61a1	Psen1
Ctsd	Hba-a1
Ctsb	Hba-a1
Ctsl	Hba-a1
Ctsd	Hbb
Ctsb	Hbb
Ctsl	Hbb
Sh3kbp1	Dlg4
Sh3gl2	Sh3kbp1
Drd2	Sh3kbp1
Dnm1	Sh3kbp1
Drd2	Sh3gl2
Drd2	Dnm1
Drd2	Dlg4
Akt2	Gsk3a
Akt2	Gsk3b
Mt3	Hsp90ab1
Mt3	Hspa1b
Mt3	Dpysl2
Mt3	Ckb
Mt3	Actb
Cblb	Ube2c
Rpl23	Mdm2
Trp53	Mapk14
Limd1	Traf6
Limd1	Prkcz
Limd1	Sqstm1
Trim63	Mybpc2
Trim63	Mylpf
Trim63	Myl1
Trim63	Myh1
Trim63	Myh4
Trim63	Myh8
Trim63	Myom1
Trim63	Acta1
Trim63	Flnc
Ube2i	Casp8ap2
Snapin	Csnk1a1
Snapin	Csnk1e
Snapin	Csnk1d
Atg7	Gabarapl2
Atg7	Gabarap
Ube2a	Hist2h2bb
Ube2b	Hist2h2bb
Axin1	Pias1
Axin1	Pias2
Axin1	Pias4
Map2k1	Axin1
Sumo1	Pias3
Ube2i	Pias3
Kmt2b	H3f3a
Tnfaip3	Ubc
Hdac1	Hist4h4
Hdac2	Hist4h4
Gsk3b	Mcl1
Mapk8	Mcl1
Trim17	Ube2d2a
Trim17	Ube2d3
Unc5b	Ppp2r1b
Unc5b	Ppp2r1a
Ppp2ca	Unc5b
Bap1	Otud4
Bap1	Hist1h4a
Bap1	Foxk1
Bap1	Prkca
Bap1	Pip5k1c
Map2k1	Mapk1
Ube2i	Mthfs
Mdm2	Ube2d3
Rev1	Ubc
Psmd4	Psmc5
Psmd4	Psmb5
Psmc3	Psmc5
Psmc3	Psmb5
Psmd14	Psmc5
Psmd14	Psmb5
Samt2	Samt1
Samt3	Samt1
Samt4	Samt1
Igtp	Tgtp1
Fbxo32	Cdc34
Ntrk1	Coq10a
Plcg1	Ntrk1
Rbx1	Ube2r2
Mdm2	Ube2d1
Wwp2	Ube2l3
Rbx1	Ube2d2a
Ube2i	Sumo3
Ube2i	Sumo1
Cdk2	Hist1h1b
Cdk4	Hist1h1b
Ptpn6	Dok1
Park2	Ube2l3
Trim71	Ube2d1
Bcl2l11	Mcl1
Rnf41	Ube2d1
Rnf41	Ube2n
Rnf31	Ube2d3
Pxn	Crk
Pxn	Map2k1
Pxn	Raf1
Wwtr1	Pkd2
Wwtr1	Btrc
Wwtr1	Cul1
Pkd2	Cul1
Pkd2	Btrc
Wwtr1	Fbxw11
Ube2i	Rangap1
Lpin2	Ctdnep1
Fadd	Birc3
Laptm5	Nedd4
Atxn3	Ubc
Crebbp	Kat2a
Ep300	Kat2a
Stam2	Ubc
Htra2	Birc2
Htra2	Xiap
Htra2	Diap1
Htra2	Birc7
Birc3	Casp9
Birc3	Casp3
Ubc	Tax1bp1
Casp3	Parp1
Ube2i	Hif1a
Senp1	Hif1a
Vhl	Sumo1
Map1lc3a	Atg7
Mafg	Nfe2
Cblb	Ubc
Esrp1	Myc
Zfp819	Trim28
Zfp821	Kifap3
Pou5f1	H3
Nanog	Hist4h4
Pou5f1	Hist4h4
Ctnnb1	Nanog
Pou5f1	Cdh1
Nanog	Jmjd1c
Nanog	Ncor2
Nanog	Hnrnpm
Nanog	Skiv2l2
Nanog	Lmnb1
Id1	Tcf3
Tcf3	Tcf15
Tcf3	Twist1
Tcf3	Neurod1
Skull21	Neurod1
Skull22	Id1
Peli3	Ubc
Sqstm1	Peli3
Cys1	Ndn
Trappc9	Trappc10
Trappc9	Trappc2
Trappc8	Trappc2
Chfr	Rnf8
Chfr	Hist2h2ac
Rnf8	Hist2h2ac
Chfr	Hist2h2be
Rnf8	Hist2h2be
Rnf8	Ube2n
Chfr	Ube2n
Rnf8	Ube2v1
Chfr	Ube2v1
Morf4l1	Hist2h2be
Morf4l1	Ubc
Atm	Trp53
Crebbp	Rps6ka3
Hdac9	Cbx5
Cbx3	Hdac9
Cebpa	Tcf7l2
Nr5a1	Tcf7l2
Nr5a1	Ctnnb1
Ep300	Creb1
Creb1	Crtc2
Siglece	Lgals3bp
Smurf2	Tgfbr1
H2afx	Mdc1
H2afx	Scml2
H2afx	Psip1
H2afx	Srrm2
H2afx	Hspa2
H2afx	Supt16
Scml2	Rnf2
Scml2	Usp7
Nkx2-5	Fbxo25
Fbxo25	Tbx5
Tbx5	Ubc
Nkx2-5	Ubc
Otud5	Ubr5
Otud5	Parp1
Sncaip	Kalrn
Htr6	Mtor
Htr6	Rheb
Per2	Pml
Stx1a	Sec22b
Snap23	Stx1a
Snap23	Vamp2
Snap29	Stx1a
Snap29	Vamp2
Grsf1	Use1
Bin1	Wasl
Park2	Ptpn5
S100a10	Anxa2
Hltf	Anxa2
Hltf	S100a10
Ahnak	Anxa2
Ahnak2	Anxa2
Ahnak	S100a10
Ahnak2	S100a10
Cdk2	Brca2
Fbxo32	Hdac6
Pias2	Uxt
Paip1	Pabpc1
Paip1	Eif3g
Paip1	Eif3a
Brca1	Acaca
Parp12	Ticam1
Mtor	Mlxip
Pparg	Abl1
Tspo	Vdac1
Uhrf1	Top2a
Uhrf1	Rcc1
Uhrf1	Top2b
Uhrf1	Supt16
Itga3	Itgb4
Itga3	Itgb1
Itgb1	Traf6
Rad51	Rad51ap1
Unk	Dpy30
Unk	Hint1
Unk	Calm2
Unk	Cltc
Unk	Usmg5
Unk	Arf4
Unk	Gdi2
Unk	Mgst3
Unk	Tubb4a
Unk	Hspa4
Unk	Csde1
Unk	Ppp2ca
Unk	Cdc42
Unk	Eef1a1
Unk	Cse1l
Unk	Serinc1
Unk	Matr3
Unk	Minos1
Unk	Actr3
Unk	Rab1
Unk	Kpnb1
Unk	Vps35
Unk	Mta2
Unk	Tra2b
Unk	Rtn4
Unk	Cops3
Unk	Usp9x
Unk	Cct5
Unk	Cox7b
Unk	Tcp1
Unk	Calm1
Unk	Leprotl1
Unk	Copa
Unk	Rpl30
Unk	Spcs1
Unk	Tmem30a
Unk	Rer1
Unk	Copb2
Unk	Pdia3
Unk	Rpa3
Unk	Rps27l
Unk	Ube2b
Unk	Hnrnph1
Unk	Hspe1
Unk	Arf5
Unk	Rab5a
Unk	Gnb2l1
Unk	Commd6
Unk	Phb2
Unk	Pdia6
Unk	Pcbp1
Unk	Hnrnpu
Unk	Cct8
Unk	Nup155
Unk	Picalm
Unk	Rab14
Unk	Cul2
Unk	Ugp2
Unk	Atp6v1h
Unk	Yme1l1
Unk	Ywhag
Unk	Kdm1a
Unk	Gars
Unk	Prrc2b
Unk	Ptges3
Unk	Itm2b
Unk	Cbx3
Unk	Rbfox2
Unk	Ddx5
Unk	Sdcbp
Unk	Hsp90ab1
Unk	Arf1
Unk	Vcl
Unk	Laptm4a
Unk	Anp32e
Unk	Cox7a2
Unk	Actr2
Unk	Plk2
Unk	Ckap5
Unk	Mkln1
Unk	Pnrc1
Unk	Ipo7
Unk	Prdx3
Unk	Fam49b
Unk	Ldha
Unk	Limch1
Unk	Cct4
Unk	Cbx5
Unk	Ybx1
Unk	Tnpo3
Unk	Psmb1
Unk	Park7
Unk	Kras
Unk	Ggps1
Unk	Srrm2
Unk	Cand1
Unk	Trove2
Unk	Arpc2
Unk	Ctnnb1
Unk	Ywhae
Unk	Ghitm
Unk	Atp2a2
Unk	Actb
Unk	Hat1
Unk	Eif4h
Unk	Acat1
Unk	Sptbn1
Unk	Cox5a
Unk	Hdac2
Unk	Hsp90aa1
Unk	Ywhab
Unk	Gdi1
Unk	Itgb1
Unk	Uba1
Unk	Atp6ap2
Unk	Kpna4
Unk	Dhx15
Unk	Fbxo11
Unk	Rrn3
Unk	Ppp1cb
Unk	Eif4a1
Unk	Myeov2
Unk	Txnl1
Unk	Slc38a2
Unk	Lrrc58
Unk	Sfpq
Unk	Hnrnpab
Unk	Ndfip1
Unk	Msh6
Unk	Abcd3
Unk	Yipf4
Unk	Ranbp9
Unk	Ube2g1
Unk	Ociad1
Unk	H2afy
Unk	Tmpo
Unk	Sar1a
Unk	Mcmbp
Unk	Eif4a2
Unk	Pja2
Unk	Dnm1l
Unk	Huwe1
Unk	Herc1
Unk	Opa1
Unk	Ncl
Unk	Tfg
Unk	Dync1h1
Unk	Sub1
Unk	Ywhaz
Unk	Hspd1
Unk	Eef2
Unk	Id3
Unk	Cul4a
Unk	Rpl22l1
Unk	Pls3
Unk	Dpysl2
Unk	Rad21
Unk	Ipo9
Unk	Arpc4
Unk	Eif3a
Unk	Hn1
Unk	Usp14
Unk	Rps3
Unk	Eif3e
Unk	Bfar
Unk	Ip6k2
Unk	Emc6
Unk	H3f3b
Unk	Eif4g1
Unk	Tomm70a
Unk	Atp2b1
Unk	Ctnna1
Unk	Ncbp1
Unk	Txn1
Unk	Sin3a
Unk	Mapre1
Unk	Gls
Unk	Polr2h
Unk	Sf3b1
Unk	Birc6
Unk	Skiv2l2
Unk	Pdcd10
Unk	Atp5a1
Unk	Ctsb
Unk	Ppid
Unk	Snrpe
Unk	Rap1a
Unk	Psen1
Unk	Chmp5
Unk	Gfpt1
Unk	Mtmr2
Unk	Pdcd4
Unk	Sdhc
Unk	Mga
Unk	Wac
Unk	Ogdh
Unk	Pkn2
Unk	Rlim
Unk	Nufip2
Unk	Top2a
Unk	Slc25a3
Unk	Txnl4a
Unk	Nap1l4
Unk	Hnrnpl
Unk	Eif4g2
Unk	Ogt
Unk	Cstf3
Unk	Gpr85
Unk	Safb
Unk	Cnot8
Unk	Hspa9
Unk	Bclaf1
Unk	Hnrnpdl
Unk	Eif3h
Unk	March5
Unk	Ap1g1
Unk	Sf3b3
Unk	Ppp6r3
Unk	Xpo1
Unk	Slc38a1
Unk	Plaa
Unk	Arid1a
Unk	Dhx36
Unk	Brd3
Unk	Slc4a7
Unk	Arl6ip1
Unk	Ptp4a2
Unk	Mcl1
Unk	Csnk2b
Unk	Ppp1r15b
Unk	Foxp1
Unk	Nfib
Unk	Dst
Unk	Atp5o
Unk	Glud1
Unk	Nup98
Unk	Arhgap5
Unk	Slc16a1
Unk	Ptprf
Unk	Luc7l3
Unk	Cnih4
Unk	Stt3b
Unk	Fam13b
Unk	Hiatl1
Unk	Top2b
Unk	Med14
Unk	Npat
Unk	Kpna6
Unk	Trappc8
Unk	Atpif1
Unk	Tsc22d1
Unk	Hmgcr
Unk	Gtf2h5
Unk	Abcb7
Unk	Calm3
Unk	Polr2a
Unk	Mllt6
Unk	Yipf6
Auts2	Rnf2
Rara	Smarcd3
Arid1a	Rara
Gps1	Sap130
Cblb	Itk
Daxx	Stk4
Hic1	Tcf7l2
Eed	Ighv3-6
Grip1	Nr3c1
Grip1	Esr1
Grip1	Ar
Cbl	Rapgef1
Akt1	Akt2
Atm	Polq
Lep	Clu
Clu	Lrp8
Zbtb32	Prdm1
Klf5	Hdac1
Klf5	Hdac2
Klf5	Mta2
Klf5	Sumo1
Fh1	Xpo1
Ilk	Mbp
Rab6a	Gdi2
Lef1	Tdg
Lef1	Tcf7
Lef1	Tcf7l2
Nanos3	Nanos2
Gli3	Zic3
Clasp1	Clip1
Clasp1	Clip2
Sh3glb1	Amph
Sh3glb1	Bin1
Sh3glb1	Dnm1
Sh3gl2	Amph
Sh3gl2	Bin1
Sh3gl2	Syn1
Sh3gl3	Amph
Sh3gl3	Bin1
Sh3gl3	Dnm1
Sh3gl3	Syn1
Sh3gl3	Synj1
Sh3gl3	Htt
Sh3gl2	Htt
Sh3glb1	Htt
Atm	Terc
Rph3a	Rab8a
Rph3a	Rab15
Rph3a	Rab27a
Rims1	Rab3b
Rims1	Rab3c
Rims1	Rab3d
Rims1	Rab10
Rims1	Rab26
Rims1	Rab37
Rims2	Rab3b
Rims2	Rab3c
Rims2	Rab3d
Rims2	Rab8a
Rph3a	Rab3b
Rph3a	Rab3c
Rph3a	Rab3d
Rph3a	Rab27b
Rph3al	Rab8a
Rph3al	Rab27a
Rph3al	Rab27b
Yes1	Jak2
Id3	Tcf4
Ccnb1	Hist1h1a
Tfdp2	Gmcl1
Nr5a1	Sox2
Nr5a1	Sox8
Carm1	Hist1h3a
Csf1r	Ptpn6
Ldb3	Prkcz
Ubash3b	Jak2
Il16	Grin2a
Il16	Kcnj2
Il16	Kcnj4
Il16	Kcnj10
Il16	Kcnj15
Il16	Kcnd1
Il16	Kcnd2
Il16	Cacna1c
Casp3	Il16
Cdkn2a	Cdkn2aip
Atf7ip	Gtf2h3
Kat5	Stk38
Kat5	Ruvbl1
Kat5	Ruvbl2
Kat5	Acta1
Kat5	Sun2
Kat5	Hdac6
Kat5	Actb
Kat5	Trrap
Kat5	Epc1
Kat5	Brd8
Kat5	Yeats4
Kat5	Epc2
Kat5	Hist2h2bb
Kat5	Ing3
Kat5	Ep400
Kat5	Dmap1
Kat5	Hspa8
Kat5	Lima1
Kat5	Vps72
Kat5	Actl6a
Kat5	Actg1
Kat5	H2afv
Kat5	Meaf6
Kat5	Mbtd1
Kat5	Rps18
Kat5	Tubb5
Kat5	Tuba1a
Kat5	Trim28
Kat5	Morf4l2
Kat5	Mrgbp
Kat5	Rangap1
Kat5	Sptan1
Kat5	Setx
Kat5	Sf3b1
Kat5	Sfpq
Kat5	Rab5c
Kat5	Lrrfip2
Kat5	Stat2
Kat5	Nono
Kat5	Tpr
Kat5	Hnrnpf
Kat5	Sptbn1
Kat5	Flna
Kat5	Flii
Kat5	Hdx
Kat5	Morf4l1
Hdac6	Ep400
Apba1	Cask
Ptpn6	Lilrb4
Ptpn11	Lilrb4
Pak1	Rac2
Fas	Daxx
Nck2	Sorbs1
Mos	Klc3
Cdc27	Fmr1
Fmr1	Fzr1
Ankrd27	Rab40c
Tmem194	Ran
Grap2	Shc1
Snta1	Dtna
Snta1	Dtnb
Cacybp	S100b
Arhgap33	Rhoj
Unc5b	Dapk1
Dcc	Rpl5
Dcc	Rpl28
Cdkn2a	Zfp93
Dab1	Ptpn11
Dab1	Crk
Tsc2	Trp53
Uvrag	Becn1
Uvrag	Pik3c3
Uvrag	Vps33a
Uvrag	Ptpra
Uvrag	Ruvbl2
Uvrag	Xrcc5
Uvrag	Atp1a1
Uvrag	Prkdc
Uvrag	Slc25a5
Uvrag	Atad3a
Uvrag	Xrcc6
Uvrag	Eef2
Uvrag	Ywhae
Uvrag	Hnrnpm
Uvrag	Cct3
Uvrag	Eno1
Uvrag	Pabpc1
Uvrag	Prdx2
Uvrag	Irs4
Uvrag	Atp5a1
Uvrag	Eef1a2
Uvrag	Vps18
Uvrag	Rcn2
Uvrag	Atp5b
Uvrag	Msh6
Uvrag	Npm1
Uvrag	Ppia
Uvrag	Mdh2
Uvrag	Trim21
Uvrag	Tgfbrap1
Uvrag	Hnrnpf
Uvrag	Fus
Uvrag	Eef1a1
Uvrag	Slc25a3
Uvrag	Nup93
Uvrag	Pkm
Uvrag	Uggt1
Uvrag	Ssr1
Uvrag	Ak2
Uvrag	Nme1
Uvrag	Trip13
Uvrag	Tcp1
Uvrag	Stx7
Uvrag	Iqgap2
Amot	Mpdz
Amot	Lin7c
Amot	Inadl
Amot	Mpp5
Amot	Plekhg5
Amot	Mpp6
Amot	Flna
Amot	Ptpn13
Plekhg5	Mpdz
Plekhg5	Mpp5
Plekhg5	Lin7c
Plekhg5	Myo1c
Plekhg5	Actg1
Amotl1	Mpp5
Amotl1	Mpdz
Amotl1	Lin7c
Amotl1	Plekhg5
Amotl2	Mpp5
Amotl2	Mpdz
Amotl2	Lin7c
Amotl2	Plekhg5
Inadl	Amotl1
Inadl	Amotl2
Inadl	Plekhg5
Elf5	LOC100044627
Elf5	Rpl5
Elf5	LOC100862455
Elf5	Rpl31
Elf5	Ctnnd1
Elf5	Cct2
Elf5	Cct8
Elf5	Smc3
Elf5	Ddb1
Elf5	Dhx9
Elf5	Eomes
Elf5	Igf2bp1
Elf5	Wdr5
Elf5	Hspa5
Elf5	Hcfc1
Elf5	Hira
Elf5	Hspa9
Elf5	Ilf3
Elf5	Eif6
Elf5	Kpna2
Elf5	Matr3
Elf5	Mbd3
Elf5	Mki67
Elf5	Map1b
Elf5	Myef2
Elf5	Myo5a
Elf5	Ints6
Elf5	Orc1
Elf5	Pa2g4
Elf5	Pnn
Elf5	Rfc1
Elf5	Rpl10a
Elf5	Rpl19
Elf5	Rpl26
Elf5	Rpl27
Elf5	Rpl28
Elf5	Rpl30
Elf5	Rpl37a
Elf5	Rpl9
Elf5	Polr2a
Elf5	Rps15
Elf5	Sart1
Elf5	Scin
Elf5	Sin3a
Elf5	Snrpc
Elf5	Snrpb
Elf5	Bptf
Elf5	Zfp143
Elf5	Ints9
Elf5	Tfap2c
Elf5	Top1
Elf5	Top2b
Elf5	Tuba1c
Elf5	Ubp1
Elf5	Pphln1
Elf5	Yy1
Elf5	Zfp281
Elf5	2210018M11Rik
Elf5	Grhl2
Elf5	Esrrb
Elf5	Rpl23a
Elf5	Gtf3c4
Elf5	Rpl13
Elf5	Rpl7a
Elf5	Rpl3
Elf5	Gtse1
Elf5	Iqgap1
Elf5	Igf2bp2
Elf5	Chd7
Elf5	L1td1
Elf5	Hist1h1c
Elf5	Suz12
Elf5	Rplp1
Elf5	Prpf40a
Elf5	Rbm14
Elf5	Akap8
Elf5	Snd1
Elf5	Hic2
Elf5	Rpl23
Elf5	Rpl15
Elf5	Snrnp40
Elf5	Rbm25
Elf5	Rpl14
Elf5	Eif2s2
Elf5	Rpl4
Elf5	Hnrnpul2
Elf5	Flnc
Elf5	Vwa9
Elf5	Zcchc8
Elf5	Ints10
Elf5	Asun
Elf5	Skiv2l2
Elf5	Zmym2
Elf5	Zc3h18
Elf5	Rpl18a
Elf5	Ints7
Elf5	Ehmt1
Elf5	Zfp687
Elf5	Senp3
Elf5	Smarca5
Elf5	Sall4
Elf5	Kdm1a
Eomes	Tfap2c
Otx2	Basp1
Otx2	Casz1
Otx2	Cdc5l
Otx2	Cdk13
Otx2	Cggbp1
Otx2	2700060E02Rik
Otx2	Crx
Otx2	Ddx17
Otx2	Ddx5
Otx2	Dido1
Otx2	Esrrb
Otx2	Ewsr1
Otx2	Fgf2
Otx2	Gtf2b
Otx2	Hnrnpk
Otx2	Kat8
Otx2	Khdrbs1
Otx2	Lancl2
Otx2	Nfix
Otx2	Pabpc1
Otx2	Poldip3
Otx2	Rbbp4
Otx2	Rorb
Otx2	Sfpq
Otx2	Six6
Otx2	Tmpo
Otx2	Trip12
Otx2	Zfp422
Otx2	Zfp385a
Otx2	Zfp553
Otx2	Zfp512
Otx2	Zfml
Otx2	Zfp787
Otx2	Zscan26
Otx2	Luc7l3
Otx2	Nxf1
Otx2	Pcbp1
Otx2	Psip1
Otx2	Sarnp
Otx2	U2af1
Otx2	U2af2
Otx2	Eef1a1
Otx2	Rpl13a
Otx2	Rps21
Otx2	Rpl3
Otx2	Rpl38
Otx2	Rpl4
Otx2	Rpl6
Otx2	Rpl8
Otx2	Rps26
Otx2	Rps29
Fbxw7	Gata2
Fbxw7	Myc
Fbxw7	Myb
Itch	Tab1
Pik3r1	Spp1
Bcl6	Spp1
Atrx	Xist
Ezh2	Xist
Atrx	Ezh2
Esrrb	Sox2
Sox2	Ogt
Jarid2	Prdm14
Dnd1	Apobec3
Dnd1	Apobec1
Lrp2	Dync1i2
Lrp2	Ldlrap1
Lmo2	Bub1b
Lmo2	Mcm6
Lmo2	Appl2
Lmo2	Flii
Lmo2	Hipk2
Lmo2	Kars
Lmo2	Kmt2b
Lmo2	Lrch4
Lmo2	Nsun2
Lmo2	Pold1
Lmo2	Prim1
Lmo2	Psmc1
Lmo2	Psme3
Lmo2	Taf6l
Lmo2	Ndufa8
Lmo2	Kat7
Lmo2	Rai1
Lmo2	Setd8
Lmo2	Tab2
Lmo2	Tubg1
Lmo2	Uhrf1
Lmo2	Atp5c1
Lmo2	Pck1
Lmo2	Zfp106
Lmo2	Appbp2
Lmo2	Cactin
Lmo2	Capn15
