OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Klhl7	Gnal
Prickle1	Gnal
Prickle2	Gnal
Spopl	Gnal
Syne2	Gnal
Cntn1	Gnao1
Prnp	Gnao1
Arhgap21	Gnas
Arhgap42	Gnas
Cyp2a12	Gnas
Prickle1	Gnas
Ralbp1	Gnas
Sos1	Gnas
Spopl	Gnas
Rgs9	Gnat1
Ckmt2	Gng12
Gnb1	Gng12
Gnb5	Gng12
Prkg1	Gng12
Abce1	Gnl2
Cebpz	Gnl2
Ctps	Gnl2
Dcaf13	Gnl2
Ddx27	Gnl2
Dnajc21	Gnl2
Esf1	Gnl2
Gnl3	Gnl2
Hgh1	Gnl2
Imp3	Gnl2
Impdh1	Gnl2
Lsg1	Gnl2
Mthfd2l	Gnl2
Nfx1	Gnl2
Noc3l	Gnl2
Nop14	Gnl2
Nsun2	Gnl2
Pwp2	Gnl2
D2Wsu81e	Gnl2
Surf6	Gnl2
Trmt1	Gnl2
Ttc4	Gnl2
Uck1	Gnl2
Wdr43	Gnl2
Abce1	Gnl3
Cebpz	Gnl3
Ctps	Gnl3
Dcaf13	Gnl3
Ddx17	Gnl3
Dhodh	Gnl3
Dnajc21	Gnl3
Esf1	Gnl3
Hgh1	Gnl3
Lsg1	Gnl3
Nsun2	Gnl3
Pdcd11	Gnl3
Polr1a	Gnl3
Polr3b	Gnl3
Pwp2	Gnl3
Rbm28	Gnl3
Sdad1	Gnl3
D2Wsu81e	Gnl3
Surf6	Gnl3
Trmt1	Gnl3
Wdr43	Gnl3
Fkbp10	Gns
Ubfd1	Gns
Alms1	Golga1
Arhgef12	Golga1
Dok1	Golga1
Eml3	Golga1
Fnip1	Golga1
Gak	Golga1
Ift122	Golga1
Osbpl6	Golga1
Ccdc150	Golga2
Fam207a	Golga2
Kank2	Golga2
Rbm41	Golga2
Birc3	Golga3
Ankrd27	Golga4
Cenpe	Golga4
Krt6a	Golga4
Trp63	Golga4
Wasf2	Golga4
Zbtb4	Golga4
Itgb5	Gon4l
Cercam	Gopc
Golga3	Gopc
Aamdc	Gorasp2
Rpusd2	Gorasp2
Cactin	Gpatch1
Cdc5l	Gpatch1
Cwc22	Gpatch1
Hnrnpm	Gpatch1
Ppwd1	Gpatch1
Prpf8	Gpatch1
Sf3a3	Gpatch1
Ccnl1	Gpatch2
Cdk11b	Gpatch2
Dek	Gpatch2
Lrrk1	Gpbp1l1
Lrrk2	Gpbp1l1
Pecam1	Gpc1
Slit1	Gpc1
Wnt7b	Gpc3
Col18a1	Gpc4
Prex2	Gpr107
Lrsam1	Gpr108
Cd72	Gpr153
Cyp2r1	Gpr153
Rps6ka1	Gpr162
Dnaja1	Gpr37
Topors	Gpr37
Mttp	Gpr98
Ptprn2	Gpr98
Epb4.1l2	Gps1
Tmod1	Gps1
Insc	Gpsm2
Apex2	Gramd1a
Atp13a3	Gramd1a
Gramd1b	Gramd1a
Grm1	Grasp
Grm5	Grasp
Fgfr1	Grb14
Fam175b	Grb2
Krt36	Grb2
Ret	Grb7
Exoc7	Gria1
Exoc7	Gria2
Camsap2	Gria4
Camsap3	Gria4
Celf1	Gria4
Grid2	Grid1
Grin2b	Grid1
Grin2b	Grid2
Il16	Grin2b
Cspg4	Grip1
Gria2	Grip1
Lrrfip1	Grip1
Sdsl	Gripap1
Sclt1	Grk6
Grasp	Grm3
Grm4	Grm3
Grm7	Grm4
Grm1	Grm5
Gskip	Gsk3b
Gsk3a	Gskip
Prkar2a	Gskip
Gstm6	Gstm3
Map3k5	Gstp2
Ctnna2	Gstt1
Ythdf1	Gstt1
Acbd3	Gtf2e1
Esr1	Gtf2e1
Casp6	Gtf2f1
Dhfr	Gtf2f1
Gtf2b	Gtf2f1
Rpl13a	Gtf2f1
Rpl22	Gtf2f1
Rpl35a	Gtf2f1
Rpl6	Gtf2f1
Rps3a1	Gtf2f1
Rps4x	Gtf2f1
Top1	Gtf2f1
Fam208a	Gtf2f2
Man1a2	Gtf2f2
Nelfb	Gtf2f2
Ercc3	Gtf2h2
Bdp1	Gtf3c1
Ccnl1	Gtpbp10
Abce1	Gtpbp4
Cebpz	Gtpbp4
Clk1	Gtpbp4
Ctps	Gtpbp4
Dcaf13	Gtpbp4
Ddx27	Gtpbp4
Esf1	Gtpbp4
Gnl2	Gtpbp4
Gnl3	Gtpbp4
Hgh1	Gtpbp4
Imp3	Gtpbp4
Impdh1	Gtpbp4
Jmjd1c	Gtpbp4
Lsg1	Gtpbp4
Noc3l	Gtpbp4
Nop14	Gtpbp4
Nsun2	Gtpbp4
Pdcd11	Gtpbp4
Polr1a	Gtpbp4
Pwp2	Gtpbp4
Rbm28	Gtpbp4
Sdad1	Gtpbp4
D2Wsu81e	Gtpbp4
Surf6	Gtpbp4
Tmem215	Gtpbp4
Trmt1	Gtpbp4
Ttc4	Gtpbp4
Wdr43	Gtpbp4
Wdr6	Gtpbp4
Rgs9	Gtpbp8
Yap1	Gtpbp8
Gucy2e	Gucy2c
Slc22a1	Gucy2c
Cnga1	Gucy2e
Slc22a1	Gucy2e
Pik3r4	Gys1
Ctcfl	Gzf1
Ikzf3	Gzf1
Klf12	Gzf1
Zfp28	Gzf1
Zfp37	Gzf1
Zfp58	Gzf1
Zfp382	Gzf1
Zfp568	Gzf1
Zfp710	Gzf1
Zscan10	Gzf1
Zscan21	Gzf1
Ace	H2afy
Dek	H2afy
Phf14	H2afy
F10	Habp2
F7	Habp2
Proc	Habp2
Tmprss11a	Habp2
Tmprss7	Habp2
Prkca	Habp4
Tmod1	Habp4
Acad11	Hacl1
Acot8	Hacl1
Dhrs4	Hacl1
Pex7	Hacl1
Acadm	Hadh
Acad11	Hadha
Rock1	Hadha
S100a11	Hadha
Acad11	Hadhb
Crat	Hadhb
Kmt2a	Haghl
Gpr162	Hamp2
Vkorc1l1	Hamp2
Cyct	Hao1
Tbc1d17	Hao1
Aarsd1	Hars
Rpusd2	Hars
Aimp2	Hars2
Lars	Hars2
Mars	Hars2
Top2a	Gsg2
Acbd5	Hat1
Haus7	Haus3
Haus3	Haus5
Haus7	Haus5
Ilk	Haus5
Lpcat1	Haus5
Haus4	Haus7
Med13l	Haus7
Med6	Haus8
Zbtb9	Haus8
Ep300	Hbp1
Birc3	Hccs
Rbbp4	Hcfc1
Dok2	Hck
Ehhadh	Hdgfrp3
Arhgap1	Hdlbp
Cbx5	Hdlbp
Tet1	Heatr6
Zcchc7	Hectd2
Top3a	Helb
Wrn	Helb
Mcm4	Hells
Mecom	Hells
Mms22l	Hells
Rad51b	Helq
Clk3	Helz
Aurka	Hemgn
Odc1	Hemgn
Supt6	Hemgn
Fbxo6	Heph
Trp53	Hephl1
Atp9a	Herc4
Dock11	Herc4
Rbp2	Herc4
Rpl13a	Herc4
Rps4x	Herc4
Ubr4	Herc4
Usp5	Herc4
Wars	Herc4
Aff1	Hgf
Abce1	Hgh1
Cebpz	Hgh1
Ctps	Hgh1
Dcaf13	Hgh1
Esf1	Hgh1
Lsg1	Hgh1
Nsun2	Hgh1
Pdcd11	Hgh1
Pwp2	Hgh1
Sdad1	Hgh1
D2Wsu81e	Hgh1
Wdr43	Hgh1
Alox5	Hhipl2
Acadm	Hibadh
Acadm	Hibch
Mut	Hibch
Snai1	Hinfp
Zbtb17	Hinfp
Zbtb48	Hinfp
Zfp27	Hinfp
Zfp28	Hinfp
Zfp37	Hinfp
Zfp93	Hinfp
Zfp932	Hinfp
Zfp667	Hinfp
Zfp710	Hinfp
Zfp128	Hinfp
Ckmt2	Hip1r
Manba	Hip1r
Ncam2	Hip1r
Rab5a	Hip1r
Vps8	Hip1r
Spats1	Hirip3
Ikbkb	Hivep2
Pdha2	Hkdc1
Rrp1	Hlcs
Nr1d2	Hlf
Per2	Hlf
Per3	Hlf
Hccs	Hltf
Rad54l	Hltf
Sox6	Hltf
Nedd4	Hmces
Yme1l1	Hmces
Ap5m1	Hmg20a
Arid4b	Hmg20a
Phf21b	Hmg20a
Suds3	Hmg20a
Zfp609	Hmg20a
Phf21b	Hmg20b
Rreb1	Hmg20b
Epb4.1l4a	Hmgn3
Ippk	Hmgn3
Mapkapk5	Hmgn3
1200014J11Rik	Hmgn3
Prr15	Hmgn3
Dgkz	Hmgn5
Kif20b	Hmgn5
Mgea5	Hmgn5
Prox1	Hnf4a
Srsf1	Hnrnpa0
Frg1	Hnrnpa3
Lsm3	Hnrnpa3
Srsf1	Hnrnpa3
Fmr1	Hnrnpab
Ncbp1	Hnrnpab
Ncl	Hnrnpab
Rpl13a	Hnrnpab
Rplp0	Hnrnpab
Rps3	Hnrnpab
Rps3a1	Hnrnpab
Rps8	Hnrnpab
Rps9	Hnrnpab
Sra1	Hnrnpab
Ybx1	Hnrnpab
Cdc5l	Hnrnpc
Ctnnbl1	Hnrnpc
Cwc27	Hnrnpc
Ddx5	Hnrnpc
Eftud2	Hnrnpc
Eif4a3	Hnrnpc
Hnrnpa2b1	Hnrnpc
Hnrnpa3	Hnrnpc
Hnrnph1	Hnrnpc
Hnrnpu	Hnrnpc
Kpna3	Hnrnpc
Plrg1	Hnrnpc
Ppie	Hnrnpc
Sf1	Hnrnpc
Sf3a3	Hnrnpc
Sf3b3	Hnrnpc
Skiv2l2	Hnrnpc
Snrnp200	Hnrnpc
Snw1	Hnrnpc
Srrm2	Hnrnpc
Syncrip	Hnrnpc
U2af2	Hnrnpc
Rpl13a	Hnrnpd
Ddx17	Hnrnpdl
Ddx3x	Hnrnpdl
Ddx5	Hnrnpdl
Dhx15	Hnrnpdl
Hnrnpc	Hnrnpf
Plrg1	Hnrnpf
Ppil3	Hnrnpf
Prpf8	Hnrnpf
Ptbp1	Hnrnpf
Sf3a3	Hnrnpf
Skiv2l2	Hnrnpf
Snrnp200	Hnrnpf
Srsf1	Hnrnpf
Txnl4a	Hnrnpf
Atxn2	Hnrnpl
Eprs	Hnrnpl
Fmr1	Hnrnpl
Pabpc1	Hnrnpl
Rplp0	Hnrnpl
Abcf1	Hnrnpm
Cdc5l	Hnrnpm
Ddx41	Hnrnpm
Ddx5	Hnrnpm
Myef2	Hnrnpm
Pnn	Hnrnpm
Ppwd1	Hnrnpm
Prpf4b	Hnrnpm
Prpf8	Hnrnpm
Slu7	Hnrnpm
Snrnp200	Hnrnpm
Snrnp70	Hnrnpm
Tada2a	Hnrnpm
Ttll11	Hnrnpm
Ago1	Hnrnpu
Ago2	Hnrnpu
Atxn2	Hnrnpu
Cdc5l	Hnrnpu
Cwc27	Hnrnpu
Fmr1	Hnrnpu
Frg1	Hnrnpu
Hnrnpl	Hnrnpu
Ina	Hnrnpu
Ncbp1	Hnrnpu
Poldip3	Hnrnpu
Ppwd1	Hnrnpu
Rock2	Hnrnpu
Rpl13a	Hnrnpu
Sf3a1	Hnrnpu
Snrnp200	Hnrnpu
Srsf1	Hnrnpu
Ankrd11	Hook2
Zfml	Hook2
En2	Hoxa10
Ep300	Hoxa10
Hoxa2	Hoxa10
Hoxa5	Hoxa10
Hoxd10	Hoxa10
Rbpjl	Hoxa10
En2	Hoxa2
Hoxa4	Hoxa2
Hoxa5	Hoxa2
Hoxb4	Hoxa2
Hoxd10	Hoxa2
Hoxa4	Hoxa5
En2	Hoxb4
Hoxa4	Hoxb4
Hoxa5	Hoxb4
En2	Hoxd10
Hoxa5	Hoxd10
Hoxb4	Hoxd10
Psmc3	2700029M09Rik
Prdx5	Hsbp1
Slc4a2	Hsbp1
Pex7	Hsdl2
Mttp	Hsp90b1
Krt40	Hspa12b
G3bp2	Hspa13
Mark2	Hspa4
Fmr1	Hspa8
Phldb1	Hspb8
Ogt	Hspbp1
Fxn	Hspd1
Fdxr	Hspe1
Col18a1	Hspg2
Ctgf	Hspg2
Fbln2	Hspg2
Lama1	Hspg2
Nid1	Hspg2
Dhx8	Htatsf1
Mov10	Htatsf1
Paxbp1	Htatsf1
Prpf4b	Htatsf1
Snrnp200	Htatsf1
Snrnp40	Htatsf1
Snrnp70	Htatsf1
Snrpc	Htatsf1
Spen	Htatsf1
Srsf2	Htatsf1
Srsf3	Htatsf1
1110037F02Rik	Htatsf1
Pdxdc1	Htra2
Usp9x	Huwe1
Kif27	Hydin
Lrriq1	Hydin
Rgs22	Hydin
Os9	Hyou1
Casp6	Hypk
Gtf2f1	Hypk
Prpf3	Hypk
Rbp2	Hypk
Rcsd1	Hypk
Rps27l	Iars
Sdccag8	Iars
Btk	Ibtk
Troap	Ice1
Rnf169	Ice2
Sipa1l3	Ice2
Chchd3	Idh3a
Cisd1	Idh3a
Ndufa12	Idh3a
Ndufa5	Idh3a
Acn9	Idh3a
Slc25a4	Idh3a
Atp5b	Idh3g
Got2	Idh3g
Pdha1	Idh3g
Pnpla6	Iffo2
Snrpc	Ifi202b
Helz2	Ifit1
Ifit2	Ifit1
Oas2	Ifit1
Ccnk	Ifit2
Oas2	Ifit2
Eif2ak2	Ifit3
Lgals3bp	Ifit3
Lgals9	Ifit3
Oas2	Ifit3
Parp2	Ifna12
Parp2	Ifna4
Dok1	Ift122
Fnip1	Ift122
Odf2	Ift172
Ttc30a2	Ift74
Plxna2	Ift80
Ttc26	Ift80
Ttc30a2	Ift80
Ttc30a2	Ift81
Ttc30a2	Ift88
Ppp4r2	Igbp1
Ppp2r4	Igbp1
Itgb1	Igfbp2
Igfbp2	Igfbp5
Camsap1	Ighm
Adam10	Igsf8
Anxa6	Igsf8
Ddx3x	Igsf8
Rpl23a	Igsf8
Rpl26	Igsf8
Rpl35	Igsf8
Rpl9	Igsf8
Rps15	Igsf8
Bcas2	Ik
Cactin	Ik
Cdk12	Ik
Dhx8	Ik
Htatsf1	Ik
Nsd1	Ik
Prpf4b	Ik
Smu1	Ik
Snrnp40	Ik
Snrnp70	Ik
Spats2	Ik
Spen	Ik
Srsf3	Ik
Tfip11	Ik
Thoc2	Ik
Ttc14	Ik
Zdbf2	Ik
Zfp382	Ikzf3
Zfp568	Ikzf3
Npc1	Il13ra2
Il16	Il17ra
Stat3	Il1rap
Stat3	Il6st
Ago2	Ilf2
Eprs	Ilf2
Hnrnpab	Ilf2
Hnrnpd	Ilf2
Hnrnpl	Ilf2
Ncbp1	Ilf2
Ncl	Ilf2
Pabpn1	Ilf2
Plrg1	Ilf2
Atxn2	Ilf3
Ddx17	Ilf3
Fmr1	Ilf3
Ncbp1	Ilf3
Ncl	Ilf3
Rpl13a	Ilf3
Rps9	Ilf3
Stau1	Ilf3
Abce1	Imp3
Cebpz	Imp3
Ctps	Imp3
Dcaf13	Imp3
Ddx27	Imp3
Gnl3	Imp3
Hgh1	Imp3
Lsg1	Imp3
Noc3l	Imp3
Nop14	Imp3
Nsun2	Imp3
Pdcd11	Imp3
Rbm28	Imp3
Sdad1	Imp3
D2Wsu81e	Imp3
Ttc4	Imp3
Wdr43	Imp3
Drg1	Impdh1
Nfx1	Impdh1
Polr1a	Impdh1
Ssb	Impdh1
Htt	Impg1
Dhx9	Ina
Dync1i1	Ina
Ncl	Ina
Pabpc1	Ina
Ccna1	Inca1
Stk16	Inca1
Nup43	Incenp
Spag5	Incenp
Zwilch	Incenp
Arid4b	Ing1
Sap30	Ing1
Tnrc18	Ing1
Jade1	Ing5
Kat6b	Ing5
Meaf6	Ing5
Psmc3	Ino80d
Hck	Inpp5d
Pecam1	Inpp5d
Cass4	Inppl1
Krt1	Inppl1
Krt73	Inppl1
Myo1d	Inppl1
Peak1	Inppl1
Prox1	Insc
Insr	Insrr
Nelfe	Ints1
Polr2a	Ints1
Ints1	Ints10
Ints3	Ints10
Ints4	Ints10
Ints5	Ints10
Ints6	Ints10
Leng8	Ints10
Nelfe	Ints10
Polr2a	Ints10
Polr2b	Ints10
Ints1	Ints3
Ints6	Ints3
Polr2a	Ints3
Ints1	Ints4
Ints3	Ints4
Ints5	Ints4
Leng8	Ints4
Polr2a	Ints4
Polr2b	Ints4
Ints1	Ints5
Snx25	Ints5
Ints1	Ints6
Polr2a	Ints6
Cul4a	Ip6k1
Tnpo1	Ipo4
Kpnb1	Ipo7
Epb4.1l4a	Ippk
Mapkapk5	Ippk
Pomgnt1	Iqca
Rsrc2	Iqca
Gpc4	Iqcb1
Kprp	Iqcb1
Zc3h12c	Iqcb1
Cspp1	Iqce
Speg	Iqce
Zcchc11	Iqce
Ctsh	Iqgap1
Dync1i1	Iqgap1
Eef1e1	Iqgap1
Eif4g1	Iqgap1
Ina	Iqgap1
Lsm14a	Iqgap1
Mapt	Iqgap1
Ncl	Iqgap1
Rock2	Iqgap1
Syncrip	Iqgap1
Cyth4	Iqsec1
Fastkd5	Iqsec1
Hace1	Iqsec1
Iqsec2	Iqsec1
Irak2	Iqsec1
Lmnb2	Iqsec1
Ttc7	Iqsec1
Zc3h12c	Iqsec1
Fsip2	Iqub
Birc2	Irak2
Dzip3	Irak2
Fastkd5	Irak2
Peg10	Irak2
Samhd1	Irak2
Zc3h12c	Irak2
Irak2	Irak3
Irf2bp2	Irf2
Hnrnpul2	Irf2bpl
Irf2	Irf2bpl
Irf2bp2	Irf2bpl
Rnf169	Irf2bpl
Nedd4	Irgq
Nedd1	Irs4
Tubgcp3	Irs4
Irx1	Irx6
Mkx	Irx6
Cisd1	Isca1
Ctps	Isg20l2
Rpp30	Isg20l2
Eif5	Isoc1
Ogfod1	Isoc1
Pak2	Isoc1
Chmp1a	Ist1
2610002M06Rik	Ist1
Vps4b	Ist1
Dzip3	Itch
Wwp1	Itch
Itgb1	Itga1
Ptpn2	Itga1
Hspg2	Itga2
Lama1	Itga2
Cyr61	Itga6
Itgb4	Itga6
Lama5	Itga6
Lamb1	Itga6
Lamb2	Itga6
Cdh1	Itgae
Itgb2	Itgax
Cilp	Itgbl1
Mmp2	Itgbl1
C4b	Itih1
Nxpe4	Itih5
Bank1	Itpr2
Arhgap26	Ivns1abp
Chn2	Ivns1abp
Klhdc8a	Ivns1abp
Klhl11	Ivns1abp
Klhl17	Ivns1abp
Klhl23	Ivns1abp
Klhl29	Ivns1abp
Klhl38	Ivns1abp
Klhl7	Ivns1abp
Klhl9	Ivns1abp
Pdlim5	Ivns1abp
Pias3	Ivns1abp
Prickle1	Ivns1abp
Prickle2	Ivns1abp
Slc26a7	Ivns1abp
Spopl	Ivns1abp
Srgap1	Ivns1abp
Srgap2	Ivns1abp
Syne2	Ivns1abp
Timm44	Ivns1abp
Setd2	Iws1
Supt6	Iws1
Meaf6	Jade1
Jade1	Jade2
Jade3	Jade2
Canx	Jag1
Notch2	Jag1
Notch3	Jag1
Jag1	Jag2
Notch2	Jag2
Notch3	Jag2
Lepr	Jak2
Fastkd5	Jakmip1
Pard3	Jam3
Ehmt1	Jarid2
Lcorl	Jarid2
Drc1	2410089E03Rik
Lmnb2	9430020K01Rik
Ep300	Jmy
Hbp1	Jmy
Ctnnd1	Jup
Cep70	Kank2
Hars2	Kars
Mars	Kars
Cul4a	Csrp2bp
Kat6b	Kat6a
Meaf6	Kat6b
Klhl24	Kbtbd4
Tdpoz3	Kbtbd4
Spopl	Kbtbd8
Cntnap1	Kcna1
Kcns1	Kcna1
Kcns2	Kcna1
Cntnap1	Kcnab1
Kcna1	Kcnab1
Kcna1	Kcnb1
Kcns1	Kcnb1
Kcns2	Kcnb1
Cntnap2	Kcnd3
Uqcrc2	Kcnd3
Kcnab1	Kcnh1
Kcnb1	Kcnh1
Kcnab1	Kcnh5
Kcnh1	Kcnh5
Cntnap2	Kcnip2
Kcnj1	Kcnj5
Spats1	Kcnn1
Amigo1	Kcnq2
Atp2a3	Kcnq2
Cntnap1	Kcnq2
Cntnap2	Kcnq2
Kcna1	Kcnq2
Kcnb1	Kcnq2
Kcnd3	Kcnq2
Kcnip2	Kcnq2
Kcns1	Kcnq2
Kcns2	Kcnq2
Kcnv1	Kcnq2
Dpp10	Kcnq3
Kcnb1	Kcnq3
Kcns1	Kcnq3
Kcnq3	Kcnq4
Kcns1	Kcnq4
Kcns1	Kcns2
Nedd4	Kcp
Kctd8	Kctd16
Ankmy2	Kctd7
Pkd1l3	Kctd8
Cyp2u1	Kdelc1
Kmt2b	Kdm2a
Cbx4	Kdm3a
Gcn1l1	Kdm4b
Kdm4c	Kdm4b
Cbx4	Kdm4c
Epb4.1l4a	Kdm4d
Kdm5c	Kdm5a
Kdm5a	Kdm5b
Kdm5c	Kdm5b
Kdm5d	Kdm5b
Onecut2	Kdm5b
Rbm15b	Kdm5b
Kdm5a	Kdm5d
Kmt2b	Kdm6a
Cnga1	Keap1
Cnga3	Keap1
Cyp2c54	Keap1
Cyp2u1	Keap1
Cyp4b1	Keap1
Gucy2e	Keap1
Slc22a21	Keap1
Slc7a5	Keap1
G3bp1	Khsrp
Tia1	Khsrp
Tial1	Khsrp
Cars2	1110008L16Rik
Clpb	1110008L16Rik
Ints4	6430548M08Rik
Wwc1	6430548M08Rik
Prss12	9530077C05Rik
U2af2	2810403A07Rik
Cep152	D630045J12Rik
Ppp1r13b	D630045J12Rik
Ift172	Kif17
Ift80	Kif17
Map3k10	Kif17
Ufm1	2510003E04Rik
Cep135	Kif20b
Dgkz	Kif20b
Esf1	Kif20b
Ptchd4	Kif20b
Rgag1	Kif20b
Spag9	Kif20b
Topaz1	Kif20b
Ythdc2	Kif20b
Zmym4	Kif20b
Mki67	Kif23
1110037F02Rik	Kif23
Cdk6	Kif26b
Map4k4	Kif26b
Lrriq1	Kif27
Rgs22	Kif27
Kif3a	Kif3b
Pafah1b1	Kif3b
Stmn3	Kif5a
4932438A13Rik	Kif7
Efhc2	Kif9
Tanc2	Kirrel3
Wnt7b	Kirrel3
Kl	Klb
Zfp568	Klf12
Gli1	Klf15
Gli2	Klf15
Mynn	Klf15
Snai1	Klf15
Zbtb14	Klf15
Zbtb17	Klf15
Zbtb43	Klf15
Zfp27	Klf15
Zfp37	Klf15
Zfp92	Klf15
Zfp93	Klf15
Zfp281	Klf15
Zfp932	Klf15
Zfp568	Klf15
Zfp667	Klf15
Zfp746	Klf15
Zfp128	Klf15
Klhl23	Klhdc8a
Klhl7	Klhdc8a
Btbd9	Klhl1
Dock4	Klhl1
Dst	Klhl1
Faf1	Klhl1
Kbtbd4	Klhl1
Klhl24	Klhl1
Mical2	Klhl1
Tdpoz3	Klhl1
Tmtc3	Klhl1
Kbtbd8	Klhl11
Klhl17	Klhl11
Klhl23	Klhl11
Klhl7	Klhl11
Spopl	Klhl11
Kbtbd8	Klhl17
Klhl23	Klhl17
Slc7a2	Klhl17
Spopl	Klhl17
Timm44	Klhl17
Kbtbd8	Klhl23
Spopl	Klhl23
Faf1	Klhl24
Tdpoz3	Klhl24
Kbtbd8	Klhl29
Klhl17	Klhl29
Klhl23	Klhl29
Klhl9	Klhl29
Senp6	Klhl29
Sort1	Klhl29
Kbtbd8	Klhl38
Klhl17	Klhl38
Klhl23	Klhl38
Klhl29	Klhl38
Klhl9	Klhl38
Arhgap26	Klhl7
Chn2	Klhl7
Cyp2a12	Klhl7
Gnas	Klhl7
Kbtbd8	Klhl7
Klhl17	Klhl7
Klhl23	Klhl7
Klhl29	Klhl7
Klhl38	Klhl7
Klhl9	Klhl7
Suv420h1	Klhl7
Pias3	Klhl7
Prickle1	Klhl7
Prickle2	Klhl7
Slc7a2	Klhl7
Slmap	Klhl7
Sos1	Klhl7
Spopl	Klhl7
Syne2	Klhl7
Timm44	Klhl7
Kbtbd8	Klhl9
Klhl17	Klhl9
Klhl23	Klhl9
Sort1	Klhl9
Klk14	Klk11
Tmprss11e	Klk11
F10	Klk1b27
Tmprss11f	Klk1b27
Tmprss4	Klk1b27
Dcx	Klra8
Kdm6a	Kmt2a
Kmt2b	Kmt2a
Las1l	Kmt2a
Oxt	Kmt2a
Kmt2b	Kmt2c
Kmt2a	Kmt2d
Kmt2b	Kmt2d
Arhgap42	Suv420h1
Cyp2a12	Suv420h1
Pias3	Suv420h1
Prickle1	Suv420h1
Timm44	Suv420h1
Ugcg	Suv420h1
Brca1	Kntc1
C2cd5	Kntc1
Zw10	Kntc1
Cdkn1b	Kpna2
Kpna4	Kpna2
Kpna6	Kpna2
Mroh2a	Kpna2
Kpna3	Kpna6
Krt4	Krt13
Eps15	Krt14
Pkp1	Krt14
Krt80	Krt15
Rhpn1	Krt15
C1qc	Krt16
Eps15	Krt16
Inppl1	Krt16
Pik3r2	Krt16
Ubash3b	Krt16
Inppl1	Krt17
Krt5	Krt17
Pik3r2	Krt17
Trim69	Krt17
Tut1	Krt17
Ubash3b	Krt17
Fkbp7	Krt19
Rad51b	Krt19
Cops6	Krt2
Cul4a	Krt2
Cul4b	Krt2
Gdi1	Krt27
Insrr	Krt27
Krt31	Krt27
Krt35	Krt27
Krt7	Krt27
Krt71	Krt27
Krt82	Krt27
Krt83	Krt27
Nsf	Krt27
Eps15	Krt33a
Nsf	Krt35
Pik3r2	Krt4
Dtnb	Krt40
Ehbp1	Krt42
Eps15	Krt5
Inppl1	Krt5
Ubash3b	Krt5
Alb	Krt6a
C4b	Krt6a
Dsg3	Krt6a
Krt13	Krt7
Krt13	Krt71
Krt40	Krt71
Krt18	Krt72
Ryr1	Krt72
Slc27a2	Krt72
Eps15	Krt73
Arg1	Krt77
Cbr1	Krt77
Dsc1	Krt77
Myh4	Krt77
Krt1	Krt79
Krt13	Krt79
Krt15	Krt79
Dsp	Krt8
Krt18	Krt8
Prrt1	Krt8
Krt15	Krt81
Nos2	Krt81
Nsf	Krt82
Eps15	Krt9
Inppl1	Krt9
Pik3r2	Krt9
Ctps2	Ktn1
Hkdc1	Kynu
Qprt	Kynu
Pik3r3	L3mbtl3
Apcs	Lama1
Nid1	Lama1
Bmp1	Lama3
Lamb3	Lama3
Lamc2	Lama3
Ptprb	Lama3
Col5a1	Lama5
Dnase2a	Lama5
Ggnbp2	Lama5
Itgb4	Lama5
Lamb1	Lama5
Plxnb2	Lama5
Itgb4	Lamb1
Lamc1	Lamb1
Dnah2	Lamb2
Itgb4	Lamb2
Lama5	Lamb2
Bmp1	Lamb3
Itgb4	Lamc1
Lamb3	Lamc2
Lamtor1	Lamtor2
Map2k1	Lamtor2
Vdac2	Lamtor2
Itgb2	Laptm5
Ncf4	Laptm5
Eif4g1	Larp1
Fmr1	Larp1
Rps3	Larp1
Rps8	Larp1
Abce1	Lars
Arg1	Lars
Atp9a	Lars
Chtf18	Lars
Dhx29	Lars
AI314180	Lars
Rpl13a	Lars
Rpl22	Lars
Rpl7a	Lars
Rps2	Lars
Thnsl2	Lars
Tmem165	Lars
Top1	Lars
Ubr4	Lars
Lars	Lars2
Lonp1	Lars2
Cep152	Lats1
D630045J12Rik	Lats1
Nphp4	Lats1
Ofd1	Lats1
Ppp1r13b	Lats1
Sipa1l2	Lats1
Dbx1	Lbx1
Capza2	Lcp1
Capzb	Lcp1
Kl	Lctl
Ep300	Ldb2
Klhl41	Ldb3
Lhx8	Ldb3
Lmod3	Ldb3
Myom1	Ldb3
Tcea3	Ldb3
Tnni2	Ldb3
Txlnb	Ldb3
Ccdc18	Lemd3
Thra	Lemd3
Cep57l1	Leng1
Smyd1	Leng8
Cpsf2	Leo1
Rnf20	Leo1
Rnf40	Leo1
Rtf1	Leo1
Hadha	Letmd1
Helz2	Lgals3bp
Kif3c	Lgals3bp
Lgals9	Lgals3bp
Oas2	Lgals3bp
Apoa1	Lgi1
Erbb2ip	Lgr5
Lrrc7	Lgr5
Rxfp2	Lgr5
Kalrn	Lhcgr
Dmd	Lhx3
Gli1	Lhx3
Dmd	Lhx5
Gli1	Lhx5
Dcx	Limch1
Arhgap30	Lims2
Arhgef17	Lims2
Ralgapa2	Lims2
Rapgef5	Lims2
Rapgefl1	Lims2
Zc3hav1	Lin28a
Dlg1	Lin7a
Atpif1	Lin7c
Igkv5-48	Lingo4
Apob	Lipc
AI314180	Lipt2
Ubr4	Lipt2
Bai2	1700034O15Rik
Abhd10	Llgl1
