interactor_A	interactor_B	confidence_value
Dlg4	Prkcg	0.34505215
Huwe1	Prkcg	0.34505215
Tsc1	Prkcg	0.34505215
Dmxl2	Prkcg	0.34505215
Cnksr2	Prkcg	0.34505215
Ywhab	Prkcg	0.34505215
Shank3	Prkcg	0.34505215
Agap2	Prkcg	0.34505215
Dlgap1	Prkcg	0.34505215
Ywhab	Rala	0.34505215
Ywhae	Rala	0.34505215
Hsd3b7	Rps10	0.34505215
Ywhae	Rps10	0.34505215
Shank3	Ppp3ca	0.34505215
Ywhaz	Ppp3ca	0.34505215
Tsc1	Ppp3ca	0.34505215
Agap2	Ppp3ca	0.34505215
Dlgap1	Ppp3ca	0.34505215
Ywhae	Ppp3ca	0.34505215
Ywhab	Ppp3ca	0.34505215
Homer1	Ppp3ca	0.34505215
Ywhab	Ppp2ca	0.34505215
Rpgrip1l	Ppp2ca	0.34505215
Ywhae	Ppp2ca	0.34505215
Rab4b	Phb	0.34505215
Atp6v1a	Phb	0.34505215
Prkce	Phb	0.34505215
Ywhab	Phb	0.34505215
Hsd3b4	Phb	0.34505215
Cav3	Phb	0.34505215
Rab3a	Phb	0.34505215
Gm10681	Phb	0.34505215
Ywhae	Phb	0.34505215
Rnf2	Csnk2b	0.34505215
Ywhah	Csnk2b	0.34505215
Ywhae	Csnk2b	0.34505215
Xpo7	Csnk2b	0.34505215
Cenpc1	Csnk2b	0.34505215
Rpgrip1l	Csnk2b	0.34505215
Cblb	Rpl22	0.34505215
Rpgrip1l	Rpl22	0.34505215
Tial1	Rpl22	0.34505215
Hsd3b7	Rpl22	0.34505215
Ywhae	Rpl22	0.34505215
Ywhaz	Rpl22	0.34505215
Ywhae	Ube2l3	0.34505215
Ywhaz	Ube2l3	0.34505215
Pgls	Ube2l3	0.34505215
Rpgrip1l	Rack1	0.34505215
Tsc1	Rack1	0.34505215
Mycbp2	Rack1	0.34505215
Nedd9	Rack1	0.34505215
Aldoa	Rack1	0.34505215
Ywhae	Rack1	0.34505215
Dlgap1	Rack1	0.34505215
Ywhaz	Rack1	0.34505215
Ywhah	Rack1	0.34505215
Gm10681	Rack1	0.34505215
Cav3	Rack1	0.34505215
Rab32	Rack1	0.34505215
Hsd3b7	Rack1	0.34505215
Rab19	Rack1	0.34505215
Hsd3b4	Rack1	0.34505215
Pgls	Rack1	0.34505215
Ywhae	Acta1	0.34505215
Hmga2	Acta1	0.34505215
Cacnb4	Acta1	0.34505215
Cnksr2	Prkacb	0.34505215
Tnik	Prkacb	0.34505215
Agap2	Prkacb	0.34505215
Pde4dip	Prkacb	0.34505215
Ywhab	Prkacb	0.34505215
Dlg4	Prkacb	0.34505215
Ywhae	Prkacb	0.34505215
Hmga2	Prkacb	0.34505215
Iqcb1	Prkacb	0.34505215
Soat1	Ywhaq	0.34505215
Ywhae	Ywhaq	0.34505215
Sod1	Ywhaq	0.34505215
Lat	Ywhaq	0.34505215
Dnm1l	Ywhaq	0.34505215
Dld	Ywhaq	0.34505215
Sdha	Ywhaq	0.34505215
Akt1s1	Ywhaq	0.34505215
Crk	Ywhaq	0.34505215
Xpo7	Ywhaq	0.34505215
Zap70	Ywhaq	0.34505215
Lcp2	Ywhaq	0.34505215
Cav3	Ywhaq	0.34505215
Rpgrip1l	Ywhaq	0.34505215
Dlst	Ywhaq	0.34505215
Tsc1	Ywhaq	0.34505215
Ywhab	Ywhaq	0.34505215
Dlgap1	Ywhaq	0.34505215
Cbl	Ywhaq	0.34505215
Park7	Ywhaq	0.34505215
Nphp4	Tuba4a	0.34505215
Rpgrip1l	Tuba4a	0.34505215
Hsd3b4	Tuba4a	0.34505215
Gm10681	Tuba4a	0.34505215
Trpm7	Tuba4a	0.34505215
B9d1	Tuba4a	0.34505215
Ywhaz	Tuba4a	0.34505215
Iqcb1	Tuba4a	0.34505215
Dlg4	Tuba4a	0.34505215
Xpo7	Tuba4a	0.34505215
Ywhae	Tuba4a	0.34505215
Pgls	Tuba4a	0.34505215
Shc1	Tuba4a	0.34505215
Ywhah	Tuba4a	0.34505215
Hsd3b7	Tuba4a	0.34505215
Snap25	Tuba4a	0.34505215
Cav3	Tuba4a	0.34505215
Ywhab	Tuba1a	0.34505215
Xpo7	Tuba1a	0.34505215
Rab4a	Tuba1a	0.34505215
Iqcb1	Tuba1a	0.34505215
Camk2d	Tuba1a	0.34505215
Ywhae	Tuba1a	0.34505215
Rpgrip1l	Tuba1a	0.34505215
Sav1	Tuba1a	0.34505215
Rab38	Tuba1a	0.34505215
Ywhaz	Tuba1a	0.34505215
Nphp4	Tuba1a	0.34505215
Trpm7	Tuba1a	0.34505215
Snap25	Tuba1a	0.34505215
Hsd3b7	Tubb4b	0.34505215
Git1	Tubb4b	0.34505215
Cbl	Tubb4b	0.34505215
Rpgrip1l	Tubb4b	0.34505215
Nphp4	Tubb4b	0.34505215
Dlg4	Tubb4b	0.34505215
Pgls	Tubb4b	0.34505215
Ywhaz	Tubb4b	0.34505215
Xpo7	Tubb4b	0.34505215
Trpm7	Tubb4b	0.34505215
Camk2d	Tubb4b	0.34505215
Hsd3b4	Tubb4b	0.34505215
Syp	Tubb4b	0.34505215
Gm10681	Tubb4b	0.34505215
Ywhae	Tubb4b	0.34505215
Iqcb1	Tubb4b	0.34505215
Syp	Tuba1c	0.34505215
Dlg4	Tuba1c	0.34505215
Git1	Tuba1c	0.34505215
Ywhae	Tuba1c	0.34505215
Rab38	Tuba1c	0.34505215
Cacnb4	Tuba1c	0.34505215
Kcnd2	Tuba1c	0.34505215
Trpm7	Tuba1c	0.34505215
Cask	Tuba1c	0.34505215
Pde4dip	Prkcb	0.34505215
Dlgap1	Prkcb	0.34505215
Cyfip1	Prkcb	0.34505215
Ywhae	Prkcb	0.34505215
Tsc1	Prkcb	0.34505215
Ywhab	Prkcb	0.34505215
Dlg4	Prkcb	0.34505215
Tnik	Prkcb	0.34505215
Agap2	Prkcb	0.34505215
Itga3	Prkcb	0.34505215
Shank3	Prkcb	0.34505215
Aire	H3c10	0.34505215
Aire	H3c1	0.34505215
Aire	H3c11	0.34505215
Aire	H3c8	0.34505215
Cbl	Ywhah	0.34505215
Ywhae	Ywhah	0.34505215
Dlgap1	Ywhah	0.34505215
Xpo7	Ywhah	0.34505215
Homer1	Ywhah	0.34505215
Crk	Ywhah	0.34505215
Ywhab	Ywhah	0.34505215
Pde4dip	Ranbp9	0.34505215
Tnik	Ranbp9	0.34505215
Aire	Ranbp9	0.34505215
Ywhab	Ranbp9	0.34505215
Ywhah	Sbds	0.34505215
Ywhae	Sbds	0.34505215
Gm10681	Smpdl3a	0.34505215
Hsd3b4	Smpdl3a	0.34505215
Ywhae	Smpdl3a	0.34505215
Rpgrip1l	Kpnb1	0.34505215
Aire	Kpnb1	0.34505215
Lat	Kpnb1	0.34505215
Ywhae	Kpnb1	0.34505215
Ezh2	Kpnb1	0.34505215
Cenpc1	Kpnb1	0.34505215
Iqcb1	Kpnb1	0.34505215
Fxr1	Kpnb1	0.34505215
Hmga2	Kpnb1	0.34505215
Cnksr2	Dlg3	0.34505215
Ywhab	Dlg3	0.34505215
Ywhaz	Dlg3	0.34505215
Dlgap1	Dlg3	0.34505215
Ywhae	Dlg3	0.34505215
Tnik	Dlg3	0.34505215
Ywhae	Npr3	0.34505215
Vhl	Kifap3	0.34505215
Kif3b	Kifap3	0.34505215
Iqcb1	Psmb7	0.34505215
Ywhae	Psmb7	0.34505215
Tnfrsf13b	Traf6	0.34505215
Ntrk1	Traf6	0.34505215
Ywhae	Lxn	0.34505215
Ywhae	Plxna1	0.34505215
Ywhab	Plxna1	0.34505215
Ywhab	Plxna2	0.34505215
Lat	Map4k1	0.34505215
Blnk	Map4k1	0.34505215
Lcp2	Map4k1	0.34505215
Abcf1	Itpr3	0.34505215
Ywhae	Chl1	0.34505215
Ywhae	Map2k6	0.34505215
Ywhae	Nfic	0.34505215
Hmga2	Nfix	0.34505215
Ywhae	Nfix	0.34505215
Rab39b	Ptgdr	0.34505215
Mycbp2	Pkn1	0.34505215
Ywhae	Pdlim4	0.34505215
Rab38	Vamp7	0.34505215
Hmga2	Vamp7	0.34505215
Ywhaz	Mpp1	0.34505215
Hsd3b4	Mpp1	0.34505215
Gm10681	Mpp1	0.34505215
Ywhae	Mpp1	0.34505215
Hmga2	Pebp1	0.34505215
Gm10681	Pebp1	0.34505215
Pgls	Pebp1	0.34505215
Ywhae	Pebp1	0.34505215
Invs	Pebp1	0.34505215
Hsd3b4	Pebp1	0.34505215
Ywhae	Stam	0.34505215
Dlg4	Cux2	0.34505215
Ywhae	Stim1	0.34505215
Prkce	Nos3	0.34505215
Pik3r1	Was	0.34505215
Ywhae	Tial1	0.34505215
Prkce	Tial1	0.34505215
Ywhae	Tbx5	0.34505215
Rab21	Hnrnph2	0.34505215
Nanog	Hnrnph2	0.34505215
Iqcb1	Hnrnph2	0.34505215
Xpo7	Hnrnph2	0.34505215
Ywhae	Hnrnph2	0.34505215
Pde4dip	Rock1	0.34505215
Ywhae	Rock1	0.34505215
Rpgrip1l	Rock1	0.34505215
Trpm7	Rock1	0.34505215
Smad4	Smad1	0.34505215
Pgls	Hint1	0.34505215
Hsd3b7	Hint1	0.34505215
Ywhae	Hint1	0.34505215
Hmga2	Hint1	0.34505215
Eed	Ezh1	0.34505215
Pou5f1	Nfyc	0.34505215
Nr1h3	Ncoa1	0.34505215
Acd	Terf1	0.34505215
Cox15	Elavl1	0.34505215
Sdha	Elavl1	0.34505215
Pgls	Elavl1	0.34505215
Ezh2	Elavl1	0.34505215
Xpo7	Elavl1	0.34505215
Hdac4	Elavl1	0.34505215
Pde4dip	Elavl1	0.34505215
Fxr1	Elavl1	0.34505215
Ago2	Elavl1	0.34505215
Ywhae	Elavl1	0.34505215
Mycbp2	Elavl1	0.34505215
Asf1a	Elavl1	0.34505215
Fxr1	Trp53bp1	0.34505215
Tnik	Trp53bp1	0.34505215
Ywhae	Trp53bp1	0.34505215
Tsc1	Trp53bp1	0.34505215
Grin1	Trp53bp1	0.34505215
Herc2	Trp53bp1	0.34505215
Huwe1	Trp53bp1	0.34505215
Trp53	Trp53bp1	0.34505215
Pde4dip	Trp53bp1	0.34505215
Dmxl2	Idh3g	0.34505215
Atp1b1	Idh3g	0.34505215
Ywhab	Idh3g	0.34505215
Gm10681	Idh3g	0.34505215
Cav3	Idh3g	0.34505215
Kcnq1	Idh3g	0.34505215
Ywhae	Idh3g	0.34505215
Hsd3b4	Idh3g	0.34505215
Pde4dip	Cdh10	0.34505215
Cyfip2	Cdh10	0.34505215
Tnik	Cdh10	0.34505215
Ywhae	Galnt3	0.34505215
Shank3	Slc7a3	0.34505215
Gm10681	Slc9a3r1	0.34505215
Ywhaz	Slc9a3r1	0.34505215
Dlg4	Slc9a3r1	0.34505215
Hsd3b4	Slc9a3r1	0.34505215
Ywhae	Slc9a3r1	0.34505215
Ywhae	Bid	0.34505215
Eif4e	Eif4ebp2	0.34505215
Hdac4	Fer	0.34505215
Hsd3b7	Stx4a	0.34505215
Ywhae	Stx4a	0.34505215
Ywhae	Vasp	0.34505215
Ywhah	Vasp	0.34505215
Ywhae	Sparcl1	0.34505215
Ywhae	Siae	0.34505215
Ywhae	Naca	0.34505215
Snta1	Naca	0.34505215
Ywhab	Naca	0.34505215
Cav3	Naca	0.34505215
Nphp4	Naca	0.34505215
Ywhae	Irf3	0.34505215
Pgls	Akr1c6	0.34505215
Hsd3b7	Akr1c6	0.34505215
Ywhae	Akr1c6	0.34505215
Ywhae	Fbp2	0.34505215
Cenpc1	H2bc1	0.34505215
Pgls	Urod	0.34505215
Hmga2	Ctps	0.34505215
Ywhae	Ctps	0.34505215
Ywhae	Gaa	0.34505215
Rab22a	Wnt10a	0.34505215
Hdac4	Cct7	0.34505215
Ywhae	Cct7	0.34505215
Ezh2	Cct7	0.34505215
B9d1	Cct7	0.34505215
Ywhab	Cct7	0.34505215
Trpm7	Cct7	0.34505215
Ilk	Cct7	0.34505215
Rpgrip1l	Cct7	0.34505215
Hmga2	Cct2	0.34505215
Ywhab	Cct2	0.34505215
Ilk	Cct2	0.34505215
Set	Cct2	0.34505215
Ryr2	Cct2	0.34505215
Rpgrip1l	Cct2	0.34505215
Pgls	Cct2	0.34505215
Trpm7	Cct2	0.34505215
Ywhae	Cct2	0.34505215
Sod1	Cct2	0.34505215
Rpgrip1l	Cct4	0.34505215
Ezh2	Cct4	0.34505215
Trpm7	Cct4	0.34505215
Ilk	Cct4	0.34505215
Ywhae	Cct4	0.34505215
Ywhab	Cct4	0.34505215
Atp1b1	Cct4	0.34505215
Mycbp2	Cct4	0.34505215
Ywhae	Cct5	0.34505215
Aicda	Cct5	0.34505215
Ywhaz	Cct5	0.34505215
Trpm7	Cct5	0.34505215
Cav3	Cct5	0.34505215
Ywhab	Cct5	0.34505215
Hsd3b4	Cct5	0.34505215
Gm10681	Cct5	0.34505215
Hdac4	Cct5	0.34505215
Rpgrip1l	Cct5	0.34505215
Ywhah	Cct5	0.34505215
Rpgrip1l	Cct3	0.34505215
Pgls	Cct3	0.34505215
Hmga2	Cct3	0.34505215
Mycbp2	Cct3	0.34505215
Ezh2	Cct3	0.34505215
Tsc1	Cct3	0.34505215
Trpm7	Cct3	0.34505215
Kat2a	Cct3	0.34505215
Iqcb1	Cct3	0.34505215
B9d1	Cct3	0.34505215
Cyfip1	Cct3	0.34505215
Ywhae	Cct3	0.34505215
Ywhab	Cct3	0.34505215
Aicda	Cct3	0.34505215
Ryr2	Cct3	0.34505215
Pde4dip	Ptprn2	0.34505215
Ywhae	Nucb2	0.34505215
Hmga2	Atf1	0.34505215
Ywhae	Erg	0.34505215
Ywhae	Tgfbi	0.34505215
Yap1	Sgcd	0.34505215
Dag1	Sgcd	0.34505215
Ywhae	Sgcb	0.34505215
Cav3	Sgca	0.34505215
Snta1	Sgca	0.34505215
Mycbp2	Tnik	0.34505215
Cnksr2	Tnik	0.34505215
Xpo7	Tnik	0.34505215
Ywhae	Tnik	0.34505215
Herc2	Tnik	0.34505215
Tcf7l2	Tnik	0.34505215
Tsc1	Tnik	0.34505215
Nckap1	Tnik	0.34505215
Cyfip2	Tnik	0.34505215
Pde4dip	Tnik	0.34505215
Huwe1	Tnik	0.34505215
Tcf4	Tnik	0.34505215
Ywhae	Phf5a	0.34505215
Ywhah	Phf5a	0.34505215
Ywhae	Txnl4a	0.34505215
Ywhae	Rpl36a	0.34505215
Ywhae	Rpl36al	0.34505215
Ywhae	Tubg1	0.34505215
Senp7	Cbx1	0.34505215
Hmga2	Cbx1	0.34505215
Ywhae	Cbx1	0.34505215
Ywhah	Eloc	0.34505215
Vhl	Eloc	0.34505215
Ywhae	Eloc	0.34505215
Socs3	Eloc	0.34505215
Xpo7	Eloc	0.34505215
Hmga2	Eloc	0.34505215
Jak2	Eloc	0.34505215
Ywhae	Hpca	0.34505215
Cav3	Arf1	0.34505215
Ryr2	Arf1	0.34505215
Ywhae	Arf1	0.34505215
Dlg4	Arf1	0.34505215
Pgls	Arf1	0.34505215
Dmd	Arf1	0.34505215
Dlg4	Arf5	0.34505215
Dlgap1	Arf5	0.34505215
Ywhah	Arf5	0.34505215
Ywhae	Cplx2	0.34505215
Atp1b1	Gm10131	0.34505215
Atp1b1	Erh	0.34505215
Dnajc11	Gm10131	0.34505215
Dnajc11	Erh	0.34505215
Ywhae	Gm10131	0.34505215
Ywhae	Erh	0.34505215
Cdk9	Gm10131	0.34505215
Cdk9	Erh	0.34505215
Xpo7	Gm10131	0.34505215
Xpo7	Erh	0.34505215
Hsd3b7	Gm10131	0.34505215
Hsd3b7	Erh	0.34505215
Pde4dip	Gm10131	0.34505215
Pde4dip	Erh	0.34505215
Gm10681	Ap2m1	0.34505215
Atp6v1a	Ap2m1	0.34505215
Ywhae	Ap2m1	0.34505215
Hsd3b4	Ap2m1	0.34505215
Hsd3b7	Ap2m1	0.34505215
Ywhab	Ap2m1	0.34505215
Pgls	Ap2m1	0.34505215
Pgls	Rhog	0.34505215
Ywhae	Rhog	0.34505215
Ywhaz	Rpl19	0.34505215
Hsd3b4	Rpl19	0.34505215
Ywhae	Rpl19	0.34505215
Meioc	Rpl19	0.34505215
Eed	Rpl19	0.34505215
Gm10681	Rpl19	0.34505215
Hsd3b7	Rpl19	0.34505215
Rpgrip1l	Rpl19	0.34505215
Ryr2	Rpl19	0.34505215
Xpo7	Srsf3	0.34505215
Aire	Srsf3	0.34505215
Ezh2	Srsf3	0.34505215
Cdk9	Srsf3	0.34505215
Ywhae	Srsf3	0.34505215
Cenpc1	H3c3	0.34505215
Cenpc1	H3c14	0.34505215
Cenpc1	H3c2	0.34505215
Cenpc1	H3c13	0.34505215
Cenpc1	H3c6	0.34505215
Cenpc1	H3c7	0.34505215
Cenpc1	H3c15	0.34505215
Cenpc1	H3c4	0.34505215
Ywhae	H3c3	0.34505215
Ywhae	H3c14	0.34505215
Ywhae	H3c2	0.34505215
Ywhae	H3c13	0.34505215
Ywhae	H3c6	0.34505215
Ywhae	H3c7	0.34505215
Ywhae	H3c15	0.34505215
Ywhae	H3c4	0.34505215
Hsd3b4	H3c3	0.34505215
Hsd3b4	H3c14	0.34505215
Hsd3b4	H3c2	0.34505215
Hsd3b4	H3c13	0.34505215
Hsd3b4	H3c6	0.34505215
Hsd3b4	H3c7	0.34505215
Hsd3b4	H3c15	0.34505215
Hsd3b4	H3c4	0.34505215
Pou5f1	H3c3	0.34505215
Pou5f1	H3c14	0.34505215
Pou5f1	H3c2	0.34505215
Pou5f1	H3c13	0.34505215
Pou5f1	H3c6	0.34505215
Pou5f1	H3c7	0.34505215
Pou5f1	H3c15	0.34505215
Pou5f1	H3c4	0.34505215
Cblb	H3c3	0.34505215
Cblb	H3c14	0.34505215
Cblb	H3c2	0.34505215
Cblb	H3c13	0.34505215
Cblb	H3c6	0.34505215
Cblb	H3c7	0.34505215
Cblb	H3c15	0.34505215
Cblb	H3c4	0.34505215
Gm10681	H3c3	0.34505215
Gm10681	H3c14	0.34505215
Gm10681	H3c2	0.34505215
Gm10681	H3c13	0.34505215
Gm10681	H3c6	0.34505215
Gm10681	H3c7	0.34505215
Gm10681	H3c15	0.34505215
Gm10681	H3c4	0.34505215
Hsd3b4	H3f3b	0.34505215
Hsd3b4	H3f3a	0.34505215
Ywhae	H3f3b	0.34505215
Ywhae	H3f3a	0.34505215
Ezh2	H3f3b	0.34505215
Ezh2	H3f3a	0.34505215
Ryr2	H3f3b	0.34505215
Ryr2	H3f3a	0.34505215
Hsd3b7	H3f3b	0.34505215
Hsd3b7	H3f3a	0.34505215
Ywhaz	H3f3b	0.34505215
Ywhaz	H3f3a	0.34505215
Gm10681	H3f3b	0.34505215
Gm10681	H3f3a	0.34505215
Cacna1c	Rpl10l	0.34505215
Bax	Mcl1	0.34505215
Canx	Mcl1	0.34505215
Ywhae	Serping1	0.34505215
Ywhab	Nptn	0.34505215
Huwe1	Nptn	0.34505215
Ywhaz	Nptn	0.34505215
Ywhae	Nptn	0.34505215
Agap2	Nptn	0.34505215
Dlg4	Nptn	0.34505215
Ywhae	Bach1	0.34505215
Ywhae	Polr1d	0.34505215
H3c14	Mcm2	0.34505215
H3c13	Mcm2	0.34505215
H3c3	Mcm2	0.34505215
H3c4	Mcm2	0.34505215
H3c2	Mcm2	0.34505215
Ywhae	Mcm2	0.34505215
H3c15	Mcm2	0.34505215
H3c7	Mcm2	0.34505215
Aire	Mcm2	0.34505215
Sting1	Mcm2	0.34505215
H3c6	Mcm2	0.34505215
H3c7	Mcm6	0.34505215
H3c2	Mcm6	0.34505215
H3c6	Mcm6	0.34505215
H3c13	Mcm6	0.34505215
Ywhae	Mcm6	0.34505215
Aire	Mcm6	0.34505215
H3c14	Mcm6	0.34505215
H3c3	Mcm6	0.34505215
H3c4	Mcm6	0.34505215
H3c15	Mcm6	0.34505215
Ywhae	Prkdc	0.34505215
Nphp4	Prkdc	0.34505215
Tfcp2l1	Prkdc	0.34505215
Rab1a	Prkdc	0.34505215
Rab9b	Prkdc	0.34505215
Aire	Prkdc	0.34505215
Pgls	Csrp2	0.34505215
Ywhae	Csrp2	0.34505215
Ywhaz	Csrp1	0.34505215
Invs	Csrp1	0.34505215
Ywhae	Csrp1	0.34505215
Pgls	Csrp1	0.34505215
Nphp4	Dab1	0.34505215
Ywhae	Nrp1	0.34505215
Mks1	Pkp1	0.34505215
Nphp4	Pkp1	0.34505215
Agap2	Pkp1	0.34505215
Ezh2	Pkp1	0.34505215
Rpgrip1l	Rps3a1	0.34505215
Ago2	Rps3a1	0.34505215
Rab13	Rps3a1	0.34505215
Eed	Rps3a1	0.34505215
Ywhab	Rps3a1	0.34505215
Ywhae	S100a13	0.34505215
Ywhae	Sms	0.34505215
Ywhae	Bpifa1	0.34505215
Ywhae	Sptlc2	0.34505215
Hmga2	Sptlc2	0.34505215
Ywhae	Sephs2	0.34505215
Pgls	Sephs2	0.34505215
Lat	Atp1b3	0.34505215
Cbl	Atp1b3	0.34505215
Ywhae	Psme1	0.34505215
Psmc6	Psme1	0.34505215
Pgls	Psme1	0.34505215
Ywhae	Psme2	0.34505215
Ywhae	Psme2b	0.34505215
Pgls	Psme2	0.34505215
Pgls	Psme2b	0.34505215
Psmc6	Psme2	0.34505215
Psmc6	Psme2b	0.34505215
Adrm1	Psme2	0.34505215
Adrm1	Psme2b	0.34505215
Pag1	Psme2	0.34505215
Pag1	Psme2b	0.34505215
Pou5f1	Frg1	0.34505215
Atp1b1	Frg1	0.34505215
Hmga2	Frg1	0.34505215
Ywhae	Cdk2	0.34505215
Ccnd1	Cdk2	0.34505215
Ryr2	G3bp2	0.34505215
Mycbp2	G3bp2	0.34505215
Ywhae	G3bp2	0.34505215
Atp1b1	G3bp2	0.34505215
Hsd3b7	G3bp2	0.34505215
Ywhae	Anxa11	0.34505215
Clstn1	Vps45	0.34505215
Ywhae	Vps45	0.34505215
Ywhab	Vps45	0.34505215
Ywhaz	Vps45	0.34505215
Ywhab	Crmp1	0.34505215
Huwe1	Crmp1	0.34505215
Cyfip1	Crmp1	0.34505215
Agap2	Crmp1	0.34505215
Ywhae	Crmp1	0.34505215
Gm10681	Anxa4	0.34505215
Pgls	Anxa4	0.34505215
Hsd3b4	Anxa4	0.34505215
Ywhae	Anxa4	0.34505215
Ywhaz	Anxa4	0.34505215
Cenpc1	Mprip	0.34505215
Ywhae	Mprip	0.34505215
Lrrk2	Mprip	0.34505215
Dlgap1	Mprip	0.34505215
Mycbp2	Mprip	0.34505215
Vamp2	Slc30a3	0.34505215
Ywhab	Slc30a3	0.34505215
Ywhae	Smyd1	0.34505215
Cav3	Smyd1	0.34505215
Ywhab	Cacna1a	0.34505215
Tnik	Cacna1a	0.34505215
Hdac4	Cacna1a	0.34505215
Ywhae	Fhl1	0.34505215
Ywhae	Anpep	0.34505215
Gm10681	Anpep	0.34505215
Hsd3b4	Anpep	0.34505215
Ywhaz	Anpep	0.34505215
Dnajc11	Atp5j	0.34505215
Hsd3b4	Atp5j	0.34505215
Gm10681	Atp5j	0.34505215
Cacna1c	Atp5j	0.34505215
Ywhae	Atp5j	0.34505215
Hdac4	Bop1	0.34505215
Ywhae	Bop1	0.34505215
Ywhae	Smad5	0.34505215
Ywhae	Mylpf	0.34505215
Dok2	Dok1	0.34505215
Ago2	Tarbp2	0.34505215
Esrrg	Epas1	0.34505215
Esrrb	Epas1	0.34505215
Ywhae	Rgs14	0.34505215
Csf1	Rgs14	0.34505215
Ywhae	Txn2	0.34505215
Ywhae	Gclc	0.34505215
Pgls	Gclc	0.34505215
Mycbp2	Smarcc1	0.34505215
Trim28	Smarcc1	0.34505215
Ywhae	Smarcc1	0.34505215
Tcf4	Smarcc1	0.34505215
Nr4a1	Smarcc1	0.34505215
Tfcp2l1	Smarcc1	0.34505215
Sall4	Smarcc1	0.34505215
Ywhae	Tep1	0.34505215
Ywhae	Fmo3	0.34505215
Hsd3b7	Fmo3	0.34505215
Pgls	Fmo3	0.34505215
Prkce	Bmx	0.34505215
Tfcp2l1	Polr2c	0.34505215
Ywhae	Rp9	0.34505215
Ywhae	Wbp2	0.34505215
Homer1	Grm1	0.34505215
Agap2	Grm1	0.34505215
Ywhab	Grm1	0.34505215
Ret	Gfra1	0.34505215
Ywhae	Sirpa	0.34505215
Homer1	Sirpa	0.34505215
Shank3	Sirpa	0.34505215
Csf1	Sirpa	0.34505215
Xpo7	Smn1	0.34505215
Ywhae	Fh1	0.34505215
Dlg4	Fh1	0.34505215
Pgls	Fh1	0.34505215
Gm10681	Fh1	0.34505215
Hsd3b4	Fh1	0.34505215
Rab39b	Pla2g6	0.34505215
Rab22a	Pla2g6	0.34505215
Ywhae	Anp32e	0.34505215
Xpo7	Anp32e	0.34505215
Ywhae	Lypla1	0.34505215
Hsd3b7	Lypla1	0.34505215
Pgls	Lypla1	0.34505215
Hsd3b4	Lypla1	0.34505215
Gm10681	Lypla1	0.34505215
Ywhae	Jpt1	0.34505215
Pgls	G3bp1	0.34505215
Rab33b	G3bp1	0.34505215
Rab21	G3bp1	0.34505215
Mycbp2	G3bp1	0.34505215
Hsd3b7	G3bp1	0.34505215
Rab19	G3bp1	0.34505215
Rab18	G3bp1	0.34505215
Tnik	G3bp1	0.34505215
Ywhaz	G3bp1	0.34505215
Ywhae	G3bp1	0.34505215
Ywhae	Nfib	0.34505215
Ywhae	Rbbp6	0.34505215
Hsd3b7	Fmo5	0.34505215
Acsl1	Fmo5	0.34505215
Ywhae	Fmo5	0.34505215
Hsd11b1	Fmo5	0.34505215
Ywhae	Lama4	0.34505215
Nanog	Brca2	0.34505215
Ywhae	Shc1	0.34505215
Insr	Shc1	0.34505215
Cbl	Shc1	0.34505215
Pgls	Shc1	0.34505215
Rab11a	Apba2	0.34505215
Stx12	Apba2	0.34505215
Cask	Apba2	0.34505215
Prkce	C1qa	0.34505215
Ywhae	Vldlr	0.34505215
Ywhaz	Atp11a	0.34505215
Ywhae	Atp8a2	0.34505215
Dlgap1	Arvcf	0.34505215
Ywhae	Arvcf	0.34505215
Snap25	Tubb5	0.34505215
Nphp4	Tubb5	0.34505215
Cep290	Tubb5	0.34505215
Eed	Tubb5	0.34505215
Hmga2	Tubb5	0.34505215
Iqcb1	Tubb5	0.34505215
Cbl	Tubb5	0.34505215
Trpm7	Tubb5	0.34505215
Meikin	Tubb5	0.34505215
Rpgrip1l	Tubb5	0.34505215
Cask	Tubb5	0.34505215
Nphp1	Tubb5	0.34505215
Ilk	Tubb5	0.34505215
Ezh2	Tubb5	0.34505215
Dlg4	Tubb5	0.34505215
Rd3	Tubb5	0.34505215
Camk2d	Tubb5	0.34505215
Xpo7	Tubb5	0.34505215
Mks1	Tubb5	0.34505215
Ywhah	Psmb4	0.34505215
Iqcb1	Psmb4	0.34505215
Ywhae	Psmb4	0.34505215
Cdk9	Rplp2	0.34505215
Ywhae	Rplp2	0.34505215
Hsd3b4	Rplp2	0.34505215
Ywhah	Rplp2	0.34505215
Cav3	Rplp2	0.34505215
Ywhaz	Rplp2	0.34505215
Hsd3b7	Rplp2	0.34505215
Pgls	Rplp2	0.34505215
Gm10681	Rplp2	0.34505215
Hsd3b4	Uqcrh	0.34505215
Cyc1	Uqcrh	0.34505215
Gm10681	Uqcrh	0.34505215
Ywhae	Uqcrh	0.34505215
Pgls	Prdx5	0.34505215
Ywhaz	Prdx5	0.34505215
Gm10681	Prdx5	0.34505215
Hsd3b4	Prdx5	0.34505215
Ywhae	Prdx5	0.34505215
Cav3	Prdx5	0.34505215
Ywhae	Gabpb1	0.34505215
Ywhae	Gabpa	0.34505215
Ywhae	Cpe	0.34505215
Ywhae	Xdh	0.34505215
Pgls	Xdh	0.34505215
Bach1	Hmmr	0.34505215
Ywhae	Il6st	0.34505215
Ywhae	G6pdx	0.34505215
