interactor_A	interactor_B	confidence_value
Bhlhe41	Cebpb	0.52423286
Rela	Nos2	0.52423286
Pcna	Cdkn1a	0.52423286
Ankrd2	Id3	0.52423286
Ppp1ca	Id2	0.52423286
Hspa8	Plin2	0.52423286
Rnf11	Nedd4	0.52423286
Wbp1	Nedd4	0.52423286
Wbp2	Nedd4	0.52423286
Ndfip1	Nedd4	0.52423286
Hs1bp3	Hcls1	0.52423286
Maged1	Rora	0.52423286
Cic	Atxn1	0.52423286
Prkce	Actb	0.52423286
Ern1	Traf6	0.52423286
Src	Was	0.52423286
Adrb2	Erbb2	0.52423286
Apbb1ip	Vasp	0.52423286
Pcdh18	Dab1	0.52423286
Nfe2l2	Pitx2	0.52423286
Prop1	Ctnnb1	0.52423286
Foxh1	Gsc	0.52423286
Apbb1ip	Enah	0.52423286
Nlrp3	Eif2ak2	0.52423286
Ddit3	Atf4	0.52423286
Tert	Smarca4	0.52423286
Arntl	Ciart	0.52423286
Fhl5	Spag8	0.52423286
Ago2	Rc3h1	0.52423286
Ephb2	Arhgef15	0.52423286
Ldha	Hnrnpd	0.52423286
Mavs	Traf3	0.52423286
Lrp8	Reln	0.52423286
Dnmt3b	Hells	0.52423286
Apbb1ip	Hras	0.52423286
H3f3a	Atrx	0.52423286
H3f3b	Atrx	0.52423286
Nkx2-5	Jarid2	0.52423286
Gata4	Jarid2	0.52423286
Tifa	Irak1	0.52423286
Dennd1a	Sh3gl2	0.52423286
Cd151	Itga3	0.52423286
Foxo1	Lrpprc	0.52423286
Polr2a	Srsf1	0.52423286
Pdx1	Spop	0.52423286
Mtdh	Snd1	0.52423286
Dlg4	Lrfn2	0.52423286
Cdk5r1	Pja2	0.52423286
Rnf41	Clec16a	0.52423286
Hbs1l	Pelo	0.52423286
Dnaic2	Dnaaf2	0.52423286
Slc9c1	Adcy10	0.52423286
Arhgef12	Plxnb1	0.52423286
Cps1	Sirt5	0.52423286
Nedd4	Prrg2	0.52423286
Myod1	Myocd	0.52423286
Tlr4	Siglece	0.52423286
Catsper4	Catsper1	0.52423286
Catsper3	Catsper1	0.52423286
Maf	Smarca5	0.52423286
Smad7	Sirt1	0.52423286
Spi1	Nono	0.52423286
Ash2l	Dpy30	0.52423286
Htra2	Mpv17l	0.52423286
Nedd4l	Raf1	0.52423286
Tsc22d3	Raf1	0.52423286
Acaca	Mid1ip1	0.52423286
Stk11	Pard3b	0.52423286
Med19	Med31	0.52423286
Dmd	Nde1	0.52423286
Casp8	Tnfaip8l2	0.52423286
Tnfrsf1a	Ern1	0.52423286
Lrp4	Mesd	0.52423286
Nedd4	Litaf	0.52423286
Fgr	Clnk	0.52423286
Ecd	Itgb1bp2	0.52423286
Crtc2	Cop1	0.52423286
Ppp1ca	Skp1a	0.52423286
Eya1	Rbck1	0.52423286
Tsc22d3	Sgk1	0.52423286
Prkce	Racgap1	0.52423286
Dennd1a	Itsn1	0.52423286
Atf6	Thbs4	0.52423286
Abi1	Diaph3	0.52423286
Nedd4l	Tsc22d3	0.52423286
Lyn	Efs	0.5208861
Slc6a3	Snca	0.518255
Sort1	App	0.518255
Amph	Dnm1	0.518255
Amph	Dnm2	0.518255
Smarca4	Hnrnpu	0.518255
Hspa4l	Rtn4	0.518255
Sorcs2	Ngfr	0.518255
Cbln1	Nrxn1	0.5115281
Ankrd27	Rab38	0.5115281
Myog	Fbxo32	0.5115281
Abcf1	Set	0.5115281
Ooep	Nlrp5	0.5115281
Tle6	Nlrp5	0.5115281
Gipc1	Lrp2	0.5079592
Mapk8ip1	Lrp2	0.5079592
Sh3d19	Sh3yl1	0.5079592
Csnk1e	Clock	0.5079592
Stxbp5	Snap23	0.5079592
Traf6	Tnfrsf11a	0.5079592
E4f1	Anp32a	0.5079592
Pawr	Dapk3	0.5079592
Prkar1a	Bcl2l11	0.5079592
Scmh1	Gmnn	0.5079592
Pot1a	Tpp1	0.5079592
Smarcd1	Trp53	0.5079592
Ache	Lamb1	0.5079592
Hipk2	Myb	0.5079592
Irs2	Ncl	0.5079592
Bcl2l11	Bcl2	0.5079592
Smarca4	Rb1	0.5079592
Hand1	Tcf3	0.5079592
Faf1	Fas	0.5079592
Gata1	Lmo2	0.5079592
Gmnn	Hoxd10	0.5079592
Asxl1	Rxra	0.5079592
Gmnn	Hoxa11	0.5079592
Bicd2	Rab6a	0.5079592
Il16	Grin2a	0.5079592
Patj	Grin2a	0.5079592
Aip	Thrb	0.5079592
Tnfrsf11a	Traf2	0.5079592
Grip1	Ephb2	0.5079592
Tjap1	Arf6	0.5079592
Pafah1b3	Pafah1b1	0.5079592
Dusp6	Mapk1	0.5079592
Gm3417	Csnk2b	0.5079592
Tcte3	Csnk2b	0.5079592
Cd40	Traf6	0.5079592
Theg	Cct5	0.5079592
Lrp2	Dab1	0.5079592
Abi1	Sos2	0.5079592
Trib3	Atf4	0.5079592
Ttc5	Trip13	0.5079592
Grb2	Kif26a	0.5079592
Gigyf1	Grb10	0.5079592
Mapk3	Klf4	0.5079592
Hand1	Hand2	0.5079592
Tcf3	Hand2	0.5079592
Arnt	Sim1	0.5079592
Ndn	Hif1a	0.5079592
Tsga10	Hif1a	0.5079592
Trim24	Cbx5	0.5079592
Tollip	Il1rap	0.5079592
Lepr	Plcg1	0.5079592
Lrp2	Dlg4	0.5079592
Nrcam	Dlg4	0.5079592
Map3k5	Ppp3r1	0.5079592
Cbx1	Trim24	0.5079592
Plxnb2	Arhgef11	0.5079592
Traf6	Tifa	0.5079592
Mad2l1	Sgo2a	0.5079592
Dvl3	Vangl1	0.5079592
Dvl1	Vangl1	0.5079592
Irs2	Zfp592	0.5079592
Tgfb1i1	Plekhh2	0.5079592
Irs2	Lonp1	0.5079592
Mcm6	Cdt1	0.5079592
Cldn1	Mpdz	0.5079592
Eya2	Sharpin	0.5079592
Dvl3	Vangl2	0.5079592
Dvl1	Vangl2	0.5079592
Vdr	Grip1	0.5079592
Npm1	Npm3	0.5079592
Zbtb46	Desi1	0.5079592
Rabggtb	Chodl	0.5079592
Lrp2	Synj2bp	0.5079592
Lrp2	Gm20498	0.5079592
Klc1	Clstn1	0.5079592
Lrp2	Mapk8ip2	0.5079592
Fas	Hipk3	0.5079592
Rhpn1	Ropn1	0.5079592
App	Apbb1	0.5079592
Lck	Sh2d2a	0.5079592
Dlx5	Maged1	0.5079592
Pja1	Maged1	0.5079592
Pik3r1	Gab1	0.5079592
Tom1	Tollip	0.5079592
Nlk	Hipk2	0.5079592
Sh3gl1	Pdcd6ip	0.5079592
Slc12a6	Stk39	0.5079592
Sema4c	Gipc2	0.5079592
Chga	Chgb	0.5079591
Rorc	Foxp3	0.5079591
Sun3	Spag4	0.5079591
Cldn1	Tjp2	0.5079591
Ptk2	Grb2	0.5079536
Rab32	Phb2	0.5038729
Rab32	Phb	0.5038729
Uhrf1	H2bc13	0.5024557
Uhrf1	H2bc7	0.5024557
Uhrf1	Hist1h2bq	0.5024557
Uhrf1	H2bc15	0.5024557
Uhrf1	H2bc11	0.5024557
Uhrf1	Hist1h2br	0.5024557
Pdlim4	Trip6	0.4985391
Cyld	Hdac6	0.4985391
Tbk1	Tbkbp1	0.49853906
Plce1	Ryr2	0.49853906
Nfkbie	Dld	0.49853906
Cep290	Dctn1	0.49853906
Cebpa	Hdac1	0.49853906
Fgfr1	Kl	0.49853906
Tcf4	Mllt10	0.49853906
Clec5a	Tyrobp	0.49853906
Relb	Nfkbie	0.49853906
Rlim	Ldb2	0.49853906
Sall4	Zfp143	0.49853906
Ezh2	Dnmt3a	0.49853906
Dnmt3a	Dnmt3b	0.49853906
Lcp2	Grap2	0.49853906
Nck1	Abl1	0.49853906
Mecom	Fos	0.49853906
Wls	Wnt1	0.49853906
Gja1	Src	0.49853906
Wasl	Pdgfrb	0.49853906
Wasl	Itgb1	0.49853906
Pag1	Gpx1	0.49853906
Ywhaq	Itga5	0.49853906
Atp1a2	Itpr1	0.49853906
Atp1a1	Itpr1	0.49853906
Dlg4	App	0.49853906
Ndn	Msx1	0.49853906
Cbl	Cd5	0.49853906
Cblb	Cd5	0.49853906
Esyt1	Slc2a4	0.49853906
Trim72	Insr	0.49853906
Dlg4	Ntrk2	0.49853906
Ptpn11	Ntrk2	0.49853906
Hgs	Ntrk2	0.49853906
Rb1	Gata1	0.49853906
Lox	Hspa1b	0.49853906
Cav3	Adrb2	0.49853906
Trim28	Pou5f1	0.49853906
Cblb	Myd88	0.49853906
Btk	Myd88	0.49853906
Pag1	Cbl	0.49853906
Egfr	Cbl	0.49853906
Hells	Pcgf2	0.49853906
Cacng2	Gria1	0.49853906
Akap8	Nfkb1	0.49853906
Relb	Nfkb1	0.49853906
Hdac1	Nfkb1	0.49853906
Hells	Bmi1	0.49853906
Dnmt3b	Bmi1	0.49853906
Vcl	Tln1	0.49853906
Wasf1	Pik3r1	0.49853906
Icos	Pik3r1	0.49853906
Pag1	Vav1	0.49853906
Myo16	Nckap1	0.49853906
Ctnnb1	Ptprm	0.49853906
Itga3	Ptprm	0.49853906
Camk1	Ptpn6	0.49853906
Plcb3	Ptpn6	0.49853906
Pag1	Ptpn22	0.49853906
Hells	Cbx2	0.49853906
Src	Akt1	0.49853906
Mapk8ip3	Map2k1	0.49853906
Ido1	Ptpn11	0.49853906
Plec	Pdha1	0.49853906
Hif1a	Foxa2	0.49853906
Pag1	Fyn	0.49853906
Csk	Pik3ca	0.49853906
Pag1	Zap70	0.49853906
Ddx17	Yap1	0.49853906
Mapk8ip3	Map2k4	0.49853906
Pag1	Crkl	0.49853906
Akap5	Ppp3cb	0.49853906
Gsap	Psen1	0.49853906
Epha4	Efnb2	0.49853906
Gsap	Ncstn	0.49853906
Eif4e	Rps6	0.49853906
Mdm2	Rpl23	0.49853906
Becn1	Hmgb1	0.49853906
Phb2	Phb	0.49853906
Itga3	Rack1	0.49853906
Tmem30a	Atp8a1	0.49853906
Hopx	Smad4	0.49853906
Csnk2b	Cry1	0.49853906
Fus	Smn1	0.49853906
Sod1	Prdx5	0.49853906
Cdon	Gas1	0.49853906
Map4k3	Prkcq	0.49853906
Mllt10	Ctnnb1	0.49853906
Rela	Ctnnb1	0.49853906
Ezh2	Mtf2	0.49853906
Ezh1	Mtf2	0.49853906
Ager	Prkcz	0.49853906
Ndn	Msx2	0.49853906
Hdac1	Rela	0.49853906
Nr4a1	Rela	0.49853906
Pml	Axin1	0.49853906
Notch1	Smarca4	0.49853906
Top2a	Smarca4	0.49853906
Trpm7	Ddb1	0.49853906
Clock	Ddb1	0.49853906
Cep152	Cep63	0.49853906
Dlg2	Shank3	0.49853906
Baiap2	Shank3	0.49853906
Cyfip2	Shank3	0.49853906
Pag1	Grb2	0.49853906
Csnk2b	Csnk2a1	0.49853906
Arntl	Csnk2a1	0.49853906
Csf1	Cldn11	0.49853906
Tradd	Ripk1	0.49853906
Zbtb7b	Tmpo	0.49853906
Cybb	Cyba	0.49853906
Nr0b1	Esrrb	0.49853906
Tfcp2l1	Esrrb	0.49853906
Raly	Ewsr1	0.49853906
Smc1a	Atrx	0.49853906
Pag1	Plcg1	0.49853906
Ezh1	Jarid2	0.49853906
Nr4a1	Trim28	0.49853906
Trp53	Trim24	0.49853906
Stat3	Cdk6	0.49853906
Jun	Cdk6	0.49853906
Batf	Irf4	0.49853906
Fras1	Frem2	0.49853906
Gja1	Hdac4	0.49853906
Runx2	Hdac4	0.49853906
Notch1	Smarcd3	0.49853906
Tbx5	Chd4	0.49853906
Gja1	Pik3c3	0.49853906
Zfpm1	Kdm1a	0.49853906
Cep152	Deup1	0.49853906
Nr4a1	Mybbp1a	0.49853906
Epop	Suz12	0.49853906
Cblb	Ticam1	0.49853906
Btk	Ticam1	0.49853906
Atxn10	Iqcb1	0.49853906
Pag1	Dock2	0.49853906
Gja1	Atg14	0.49853906
Yy1	Smc4	0.49853906
Iqcb1	Rpgrip1l	0.49853906
Bcl6	Bcor	0.49853906
Lin28a	Dis3l2	0.49853906
Necap1	Fcho1	0.49853906
Acd	Stn1	0.49853906
Ppp2r5d	Cacnb4	0.49853906
Dlg4	Sh3kbp1	0.49853906
Akap6	Rapgef3	0.49853906
Gja1	Pik3r4	0.49853906
Nr4a1	Gatad2b	0.49853906
Psma1	Zfand2b	0.49853906
Ccnt1	Brdt	0.49853906
Mtf2	Eed	0.49853906
Epop	Eed	0.49853906
Pag1	Fam49b	0.49853906
Pag1	Nck1	0.49853906
Gsap	Psenen	0.49853906
Mecp2	Smc1a	0.49853906
Cep290	Smc1a	0.49853906
Mecp2	Smc3	0.49853906
Nlrp5	Khdc3	0.49853906
Tle6	Khdc3	0.49853906
Ooep	Khdc3	0.49853906
Plec	Dlst	0.49853906
Homer1	Dlgap1	0.49853906
Cnksr2	Dlgap1	0.49853906
Syngap1	Dlgap1	0.49853906
Grin2a	Dlgap1	0.49853906
Shank3	Dlgap1	0.49853906
Terb1	Sun1	0.49853906
Epop	Gtf2e2	0.49853906
Actrt3	Pfn3	0.49853906
Nr4a1	Pelp1	0.49853906
Tgfbr1	Ap2b1	0.49853906
Shank1	Tsc1	0.49853906
Lrrk2	Arfgap1	0.49853906
Dcc	Dscam	0.49853906
Pag1	Inpp5d	0.49853906
Csf1	Dync1h1	0.49853906
Camk2d	Flii	0.49853906
Sp7	Riox1	0.49853906
Pag1	Fmnl1	0.49853906
Clec5a	Hcst	0.49853906
Tyrobp	Hcst	0.49853906
Tradd	Tlr4	0.49853906
Bmi1	Cbx8	0.49853906
Mef2c	Hipk2	0.49853906
Traf3ip2	Ikbke	0.49853906
Esrrb	Mta2	0.49853906
Nr4a1	Mta2	0.49853906
Sall4	Mta2	0.49853906
Csnk2b	Cry2	0.49853906
Relb	Nfkb2	0.49853906
Csnk2b	Arntl	0.49853906
Map3k7	Mapk8ip1	0.49853906
Tsc22d4	Aifm1	0.49853906
Men1	Nr1h3	0.49853906
Smurf2	Pard6a	0.49853906
Relb	Nfkbia	0.49853906
Mapk14	Stk39	0.49853906
Smarca5	Baz1b	0.49853906
Tada2a	Yeats2	0.49089622
Tada2a	Tada3	0.49089622
Tada2a	Kat2a	0.49089622
Cttn	Hip1r	0.4890447
Omp	Bex1	0.4890447
Mlip	Lmna	0.488389
Krt17	Tradd	0.488389
Rtn4r	Rtn4	0.488389
Rassf5	Stk4	0.488389
Chpf	Prkn	0.488389
Ldb3	Prkcb	0.4879386
Rabac1	Copz1	0.4877242
Rabac1	Lamtor2	0.4877242
Ryr1	Ryr2	0.48274454
Snap23	Stx4a	0.48274454
Csf1r	Grap2	0.48226535
Rab4b	Rab3a	0.48226535
Synpo2	Ywhab	0.48226535
Rab27b	Rab27a	0.48226535
Ubxn1	Ngly1	0.48226535
Drd2	Sigmar1	0.4705124
Nbl1	App	0.4705124
Irf1	Myd88	0.4705124
Adamtsl2	Lox	0.4705124
Vdr	Rxra	0.4705124
Sqstm1	Rxra	0.4705124
Sqstm1	Vdr	0.4705124
Trpc4	Cdh5	0.4705124
Il12rb1	Il12rb2	0.4705124
Il6st	Il12rb2	0.4705124
Kcna2	Cttn	0.4705124
Mcu	Mcub	0.4705124
Prmt1	Txnip	0.4705124
App	Numb	0.4705124
Sumo1	Srebf1	0.4705124
Kcnk2	Akap5	0.46269515
Tmem65	Dsp	0.46269515
Tubb3	Unc5c	0.46269515
Clip1	Diaph1	0.46269515
Zdhhc5	Sstr5	0.46269515
Gba	Scarb2	0.46269515
Rusc1	Stx1a	0.46269515
Stk11	Lat	0.46269515
Krt17	Sfn	0.46269515
Prnd	Prnp	0.46269515
Ret	Src	0.46269515
Adgrg1	Col3a1	0.46269515
Psen1	Calr	0.46269515
H2-K1	Fes	0.46269515
Kl	Wnt3	0.46269515
Itgav	Ptpra	0.46269515
Igf2r	Ctsd	0.46269515
Kcnk2	Adrb2	0.46269515
Tmem65	Gja1	0.46269515
Elp3	Gja1	0.46269515
Dlg4	Mdm2	0.46269515
Slc26a3	Cftr	0.46269515
Dctn1	Kif3a	0.46269515
Mtm1	Des	0.46269515
Sync	Des	0.46269515
Pola2	Prim2	0.46269515
Ripk1	Ifnar1	0.46269515
Dlg3	Crhr1	0.46269515
Dlg4	Crhr1	0.46269515
Hr	Thrb	0.46269515
Rgs9	Oprm1	0.46269515
Atxn1	Rora	0.46269515
Src	Ephb2	0.46269515
Ptk2	Ephb2	0.46269515
Prmt1	Fus	0.46269515
Vps33b	Rab11a	0.46269515
Cav1	Rac1	0.46269515
Ccnd1	Rala	0.46269515
Park7	Rack1	0.46269515
Ret	Lrig1	0.46269515
Hck	Was	0.46269515
Paxip1	Trp53bp1	0.46269515
Cftr	Slc9a3r1	0.46269515
Bcar1	Nrp1	0.46269515
Ush1g	Myo7a	0.46269515
Esr1	Pgr	0.46269515
Kras	Egfr	0.46269515
Pard3	Prkcz	0.46269515
Dvl1	Tfdp1	0.46269515
Sec16a	Lrrk2	0.46269515
Syne1	Sun3	0.46269515
Rab13	Grb2	0.46269515
Dvl3	Dvl2	0.46269515
Slc12a3	Il18r1	0.46269515
Grn	Psap	0.46269515
Sumo1	Hif1a	0.46269515
Sema4c	Dlg4	0.46269515
Sema4g	Dlg4	0.46269515
Cdh5	Tgfbr2	0.46269515
Irf5	Irak1	0.46269515
Spp1	Irak1	0.46269515
Ccnd1	Exoc3	0.46269515
Slc2a4	Gga2	0.46269515
Map1b	Mapre3	0.46269515
Spag4	Syne1	0.46269515
Ttn	Synm	0.46269515
Clcn7	Ostm1	0.46269515
Foxp3	Usp44	0.46269515
F11r	Mpdz	0.46269515
Myo7a	Rpe65	0.46269515
Ptk2	Actr3	0.46269515
Lhfpl5	Pcdh15	0.46269515
Fbxo32	Eif3f	0.46269515
Dhx15	Tfip11	0.46269515
Rusc1	Tubb3	0.46269515
Fyn	Tmem47	0.46269515
Epb41l2	Mpp6	0.46269515
Neu1	Tlr4	0.46269515
Btk	Blnk	0.46269515
Whrn	Myo15	0.46269515
Sall2	Ngfr	0.46269515
Atp1a3	Rs1	0.46269515
Bin1	Mtm1	0.46269515
Ptpn11	Socs3	0.4617443
Sox2	Gatad2b	0.46174428
Sox2	Arid1a	0.46174428
Sox2	Ncor2	0.46174428
Sox2	Mta1	0.46174428
Sox2	Hdac1	0.46174428
Suv39h1	Hdac1	0.46174428
Dnajc11	Phb2	0.46174428
Grin1	Stx1a	0.46174428
Ctbp1	Zfpm1	0.46174428
Prkab1	Prkag1	0.46174428
Acsl1	Pgrmc1	0.46174428
Grin1	Syngr1	0.46174428
Eif3a	Eif3d	0.46174428
Prkab1	Cidea	0.46174428
Dnajc11	Hnrnpa2b1	0.46174428
Nanog	Sp1	0.46174428
Grin1	Prkaca	0.46174428
Grin1	Gap43	0.46174428
Esrrb	Polr2a	0.46174428
Sox2	Hoxa5	0.46174428
Smad3	Myod1	0.46174428
Grin1	Prkar1b	0.46174428
Mtor	Rpl7a	0.46174428
Dnajc11	Glul	0.46174428
Rybp	Pcgf2	0.46174428
Pik3r1	Nckap1	0.46174428
Nlrc4	Prkcd	0.46174428
Abcf1	Hmgb2	0.46174428
Siglecg	Ptpn11	0.46174428
Ddx58	Ptpn11	0.46174428
H2az1	Foxa2	0.46174428
Grin1	Ptpn1	0.46174428
Dnajc11	Cap1	0.46174428
Cdh5	Csk	0.46174428
Grin1	Pik3ca	0.46174428
Grin1	Myo1b	0.46174428
Khsrp	Hnrnpa1	0.46174428
Csk	Cav1	0.46174428
Nck2	Efnb2	0.46174428
Grin1	Ptpn5	0.46174428
Dnajc11	Cox6b1	0.46174428
Fbp1	Atp5b	0.46174428
Sox2	Ruvbl1	0.46174428
Trpm7	Ruvbl1	0.46174428
Eif3a	Eif3e	0.46174428
Nr0b1	Wdr5	0.46174428
Grin1	Ywhag	0.46174428
Grin1	Ywhae	0.46174428
Grin1	Rab11a	0.46174428
Mtor	Rps6	0.46174428
Grin1	Ran	0.46174428
Rictor	Rpl23	0.46174428
Mtor	Rpl23	0.46174428
Mapkap1	Rpl23	0.46174428
Grin1	Rab3a	0.46174428
Grin1	Ppp1cc	0.46174428
Grin1	Rala	0.46174428
Grin1	Ppp2ca	0.46174428
Grin1	Rack1	0.46174428
Grin1	Prkacb	0.46174428
Sox2	Smarcc1	0.46174428
Sox2	Nfib	0.46174428
Csk	Cblb	0.46174428
Crkl	Cblb	0.46174428
Sox2	Sin3a	0.46174428
Khsrp	Hnrnpd	0.46174428
Fbp1	Vdac2	0.46174428
Dnajc11	Vdac1	0.46174428
Sox2	Rbbp4	0.46174428
Sox2	Rbbp7	0.46174428
Grin1	Bad	0.46174428
Grin1	Hras	0.46174428
Sall4	Esrrb	0.46174428
Grin1	Myh10	0.46174428
Sox2	Sall3	0.46174428
Nanog	Trim28	0.46174428
Ccnd2	Cdk6	0.46174428
Grin1	Cltc	0.46174428
Sox2	Smarcc2	0.46174428
Gfi1b	Kdm1a	0.46174428
Pik3r1	Cyfip1	0.46174428
Nanog	Mybbp1a	0.46174428
Dnajc11	Sh3d21	0.46174428
Stk4	Lats2	0.46174428
Nsd2	Nanog	0.46174428
Dnajc11	Samm50	0.46174428
Sox2	Tbl1xr1	0.46174428
Mecp2	Tbl1xr1	0.46174428
Akt1	Wdfy2	0.46174428
Nr0b1	Sall4	0.46174428
Dnajc11	Immt	0.46174428
Gfi1b	Rcor1	0.46174428
Rnf2	Bcor	0.46174428
Nsd2	Ogt	0.46174428
Max	Ep400	0.46174428
Myc	Ep400	0.46174428
Kat5	Ep400	0.46174428
Dmap1	Ep400	0.46174428
Dmap1	Kat5	0.46174428
Max	Kat5	0.46174428
Sox2	Gatad2a	0.46174428
Grin1	Itpka	0.46174428
Eif3a	Eif3c	0.46174428
Dmap1	Brd8	0.46174428
Max	Brd8	0.46174428
Myc	Brd8	0.46174428
Kat5	Brd8	0.46174428
Grin1	Myh9	0.46174428
Stk4	Sav1	0.46174428
Dmap1	Ing3	0.46174428
Nanog	Rest	0.46174428
Eif3a	Eif3h	0.46174428
Esrrb	Med1	0.46174428
Fadd	Atg5	0.46174428
Acsl1	Ephx1	0.46174428
Grin1	Prkar1a	0.46174428
Eif3a	Eif3k	0.46174428
Eif3a	Eif3f	0.46174428
Vps26b	Vps35	0.46174428
Grin1	Rab27a	0.46174428
Grin1	Cse1l	0.46174428
Sox2	Xpo4	0.46174428
Atg13	Rb1cc1	0.46174428
Myc	Dmap1	0.46174428
Max	Dmap1	0.46174428
Vps26b	Vps29	0.46174428
Eif3a	Eif3i	0.46174428
Sox2	Mta2	0.46174428
Akt1	Foxo1	0.46174428
Rela	Nfkb2	0.46174428
Trpm7	Ruvbl2	0.46174428
Sox2	Ruvbl2	0.46174428
Grin1	Gsk3b	0.46174428
Ooep	Tle6	0.46174428
Eif3a	Eif3g	0.46174428
Sox2	Mbd3	0.46174428
Sox2	Actl6a	0.46174428
Mknk2	Mapk11	0.4558903
Pea15a	Hk2	0.45423865
Cavin1	Cav1	0.45423865
Dysf	Anxa2	0.44295776
Dysf	Anxa1	0.44295776
Ehmt2	Prdm16	0.43887317
Ctbp1	Prdm16	0.43887317
Cebpb	Prdm16	0.43887317
Plk4	Cep152	0.43887317
Lnx1	Scn7a	0.43887317
Arntl	Ep300	0.43887317
Arntl2	Ep300	0.43887317
Amph	Capn2	0.43887317
Ephb2	Efna5	0.43887317
Smad1	F2rl2	0.43887317
Creb1	Barx2	0.43887317
Dvl1	Smad7	0.43887317
F2rl2	Smad7	0.43887317
Erbin	Smad7	0.43887317
Cbx2	Ring1	0.43887317
Gnb5	Rgs9	0.43887317
Bcl2l1	Bcl2l11	0.43887317
Trp53	Adam1a	0.43887317
Trp53	Mapkapk5	0.43887317
Tln1	Pip5k1c	0.43887317
Rho	Grk6	0.43887317
Lrpprc	Ppargc1a	0.43887317
Gabra1	Mkln1	0.43887317
Gab1	Grap2	0.43887317
Sh3bp1	Abl1	0.43887317
H2-Q7	B2m	0.43887317
H2-D1	B2m	0.43887317
Pirb	H2-K1	0.43887317
B2m	H2-K1	0.43887317
Ltbp3	Tgfb1	0.43887317
Pde3a	Prkaca	0.43887317
Trpc4	Src	0.43887317
Trpc6	Src	0.43887317
Trpc2	Src	0.43887317
Trpc5	Src	0.43887317
Ptpra	Src	0.43887317
Il2rg	Il4	0.43887317
Tln1	Itgb1	0.43887317
Ddr1	Rara	0.43887317
Ttr	App	0.43887317
Cbfa2t3	Tcf3	0.43887317
Ptprn2	Ptpra	0.43887317
Ppp1ca	Tnnc1	0.43887317
F2rl3	F2	0.43887317
F2rl2	F2	0.43887317
Fn1	Mag	0.43887317
Ror2	Wnt5a	0.43887317
Fzd4	Wnt5a	0.43887317
Igf2r	Ap1g1	0.43887317
Efnb1	Gja1	0.43887317
Pja1	Ndn	0.43887317
Icam1	Rdx	0.43887317
Vcam1	Rdx	0.43887317
Krt8	Cftr	0.43887317
Hdac1	Crem	0.43887317
Hmgb2	Lef1	0.43887317
Mapk1	Cebpb	0.43887317
Cnst	Gjc1	0.43887317
Camk2a	Camk2b	0.43887317
Camkk1	Nos2	0.43887317
Pde3a	Akt1	0.43887317
Grb7	Ptk2	0.43887317
Il2	Il2rg	0.43887317
Pstpip2	Ptpn12	0.43887317
Tbk1	Traf2	0.43887317
Scn7a	Tjp1	0.43887317
Egfr	Eps15	0.43887317
Capzb	Capza2	0.43887317
Dusp2	Mapk14	0.43887317
Casp7	Hdgf	0.43887317
Casp7	Pkm	0.43887317
Efnb2	Ephb2	0.43887317
Epha4	Ephb2	0.43887317
Prep	Nrgn	0.43887317
Hgs	Snap25	0.43887317
Casp7	Rps18	0.43887317
Ppargc1a	Esrrg	0.43887317
Casp7	Acta2	0.43887317
Nde1	Pafah1b1	0.43887317
Dnajc27	Mapk1	0.43887317
Ager	Hmgb1	0.43887317
Clock	Prkcg	0.43887317
Snca	Ywhah	0.43887317
Dnajc1	Kpnb1	0.43887317
Ntn4	Dcc	0.43887317
Dvl1	Smad1	0.43887317
Erbin	Smad1	0.43887317
Gsdmd	Casp4	0.43887317
Pkm	Casp3	0.43887317
Rps18	Casp3	0.43887317
Hdgf	Casp3	0.43887317
Acta2	Casp3	0.43887317
Trim28	Cbx1	0.43887317
Elob	Eloc	0.43887317
Bid	Mcl1	0.43887317
Bmf	Mcl1	0.43887317
Erbin	Smad4	0.43887317
Dvl1	Smad4	0.43887317
F2rl2	Smad4	0.43887317
Nucks1	Casp7	0.43887317
Rpl28	Casp7	0.43887317
Nifk	Casp7	0.43887317
Bgn	Bmp1	0.43887317
Gabpa	Gabpb1	0.43887317
Ubxn1	Vcp	0.43887317
Lef1	Ctnnb1	0.43887317
Gsk3b	Ctnnb1	0.43887317
Epha4	Epha2	0.43887317
Lcp2	Itk	0.43887317
Bcl2l11	Bcl2a1a	0.43887317
Carm1	Axin1	0.43887317
Suz12	Kdm5a	0.43887317
Prkaca	Lrrk2	0.43887317
Usp8	Grb2	0.43887317
Pbx1	Meis1	0.43887317
Carm1	Ncoa2	0.43887317
Cbfa2t3	Tcf12	0.43887317
Ppargc1a	Esrrb	0.43887317
Pdcd4	Ddx19a	0.43887317
Sstr2	Dlg4	0.43887317
Lama1	Dag1	0.43887317
Gas1	Shh	0.43887317
Cdon	Shh	0.43887317
Dnm1	Sh3gl2	0.43887317
Dvl1	Smad2	0.43887317
Erbin	Smad2	0.43887317
F2rl2	Smad2	0.43887317
Cep192	Plk4	0.43887317
Tbx5	Smarcd3	0.43887317
Casp7	Washc2	0.43887317
Casp3	Washc2	0.43887317
Map2	Camk2d	0.43887317
Fmnl1	Fmnl3	0.43887317
Eif2ak1	Eif2s1	0.43887317
Casp7	Mybbp1a	0.43887317
Flrt2	Adgrl3	0.43887317
Rab9b	Sgsm2	0.43887317
Psmd4	Usp8	0.43887317
Cxadr	Jaml	0.43887317
Casp3	Nucks1	0.43887317
Lbx1	Skor1	0.43887317
