database	pathway	gene
HALLMARK	HYPOXIA	PPP1R15A
HALLMARK	HYPOXIA	PGM2
HALLMARK	HYPOXIA	PIM1
HALLMARK	HYPOXIA	PRDX5
HALLMARK	HYPOXIA	NAGK
HALLMARK	HYPOXIA	CDKN1B
HALLMARK	HYPOXIA	BRS3
HALLMARK	HYPOXIA	TKTL1
HALLMARK	HYPOXIA	MT1E
HALLMARK	HYPOXIA	ATP7A
HALLMARK	HYPOXIA	MT2A
HALLMARK	HYPOXIA	SDC3
HALLMARK	HYPOXIA	TIPARP
HALLMARK	HYPOXIA	PKP1
HALLMARK	HYPOXIA	ANXA2
HALLMARK	HYPOXIA	PGAM2
HALLMARK	HYPOXIA	DDIT3
HALLMARK	HYPOXIA	PRKCA
HALLMARK	HYPOXIA	SLC37A4
HALLMARK	HYPOXIA	CXCR4
HALLMARK	HYPOXIA	EFNA3
HALLMARK	HYPOXIA	CP
HALLMARK	HYPOXIA	KLF7
HALLMARK	HYPOXIA	CCN2
HALLMARK	HYPOXIA	CHST3
HALLMARK	HYPOXIA	TPD52
HALLMARK	HYPOXIA	LXN
HALLMARK	HYPOXIA	B4GALNT2
HALLMARK	HYPOXIA	PPARGC1A
HALLMARK	HYPOXIA	BCL2
HALLMARK	HYPOXIA	GCNT2
HALLMARK	HYPOXIA	HAS1
HALLMARK	HYPOXIA	KLHL24
HALLMARK	HYPOXIA	SCARB1
HALLMARK	HYPOXIA	SLC25A1
HALLMARK	HYPOXIA	SDC2
HALLMARK	HYPOXIA	CASP6
HALLMARK	HYPOXIA	VHL
HALLMARK	HYPOXIA	FOXO3
HALLMARK	HYPOXIA	PDGFB
HALLMARK	HYPOXIA	B3GALT6
HALLMARK	HYPOXIA	SLC2A5
HALLMARK	HYPOXIA	SRPX
HALLMARK	HYPOXIA	EFNA1
HALLMARK	HYPOXIA	GLRX
HALLMARK	HYPOXIA	ACKR3
HALLMARK	HYPOXIA	PAM
HALLMARK	HYPOXIA	TGFBI
