OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Ctnnb1	Psma7
Ctnnb1	Zyx
Ctnnb1	Bgn
Ctnnb1	Zc3hav1
Ctnnb1	Pcnxl3
Ctnnb1	Hmcn1
Ctnnb1	Lcor
Ctnnb1	Krt8
Ctnnb1	Efemp2
Ctnnb1	Obfc1
Ctnnb1	Cat
Ctnnb1	Sema3d
Ctnnb1	Ascc3
Ctnnb1	Fat3
Ctnnb1	Mien1
Ctnnb1	Jade1
Ctnnb1	Kif7
Ctnnb1	Dab2ip
Ctnnb1	Ptpn14
Ctnnb1	Limch1
Ctnnb1	Lmo7
Ctnnb1	Cyp3a9
Ctnnb1	Pcdh7
Ctnnb1	Tpm1
Ctnnb1	Samd4a
Ctnnb1	Col8a1
Ctnnb1	Hipk1
Ctnnb1	Aimp1
Ctnnb1	Radil
Ctnnb1	Il17rb
Ctnnb1	Rab23
Ctnnb1	Myef2
Ctnnb1	Adamts6
Ctnnb1	Map3k7
Ctnnb1	Vav1
Ctnnb1	Plce1
Ctnnb1	Snrpb2
Ctnnb1	Aimp2
Ctnnb1	Heatr5a
Ctnnb1	Psma4
Ctnnb1	Trit1
Ctnnb1	Ide
Ctnnb1	Slc25a25
Ctnnb1	Ccdc103
Ctnnb1	Upb1
Ctnnb1	Fhad1
Ctnnb1	Fmr1
Eif4e	Fmr1
Eif4e	Ctnnb1
Pick1	Ppp3r1
Trpc3	Fkbp1a
Trpc6	Fkbp1a
Trpc7	Fkbp1a
Trpc1	Fkbp4
Trpc4	Fkbp4
Trpc5	Fkbp4
Hap1	Syn1
Hap1	Pabpc1
Hap1	Nefh
Hap1	Hspa1l
Hap1	Tpm4
Hap1	Dpysl2
Hap1	Sec23a
Hap1	Anxa1
Hap1	Actg1
Hap1	Anxa2
Hap1	Gapdh
Hap1	Ubc
Hap1	Hist1h4m
Hap1	Arg1
Hap1	Ywhaz
Hap1	Eef1a1
Hap1	Ddx1
Hap1	Cltb
Hap1	Gnb1
Hap1	Prps2
Hap1	Actb
Syt1	Vcp
Syt1	Calca
Syt1	Set
Syt1	Anp32a
Syt1	Rpa2
Syt2	Vcp
Cdc27	Fam168b
Fam168b	Prdx6
Fam168b	Rbm6
Grm1	Ptk2b
Grm5	Ptk2b
Hrh3	Adora2a
Gria4	Gria1
Gria4	Myo5a
Gria4	Camk2g
Gria4	Dpysl2
Gria4	Vim
Gria4	Tubb4b
Gria4	Tuba1b
Gria4	Tuba1a
Gria4	Actb
Gria4	Sptan1
Gria4	Sptbn2
Gria4	Myh10
Gria4	Myh9
Gria4	Shank2
Gria4	Dbn1
Gria4	Ncam1
Gria4	Syngap1
Gria4	Actn4
Gria4	Drp2
Gria4	Tcp1
Gria4	Ina
Gria4	Hnrnpk
Gria4	Itpka
Gria4	Cnp
Gria4	Atp1b1
Gria4	Tmod2
Gria4	Ywhae
Gria4	Slc25a4
Gria4	Hsd17b10
Gria4	Tpm3
Atp1a1	Gria4
Atp1a1	Gria1
Gnaq	Cacna1b
Cacna1b	Gnb1
App	Npepps
Rnd1	Myzap
Atm	Tgfbr2
Atm	Cbl
Cbl	Tgfbr2
Drd2	Slc39a1
Drd2	Slc39a2
Drd2	Slc39a3
Shc1	Ntrk2
Frs2	Grb2
Cav1	Abcb1b
Rims2	Rab3a
Rims2	Rab3c
Bzrap1	Rims1
Rims2	Bzrap1
Kcnh1	Ywhaq
Grin2c	Ywhae
Itgb1	Itga7
Sept5	Cdk5r1
Sept5	Stx1a
Sept5	Cdk5
Sept5	Vamp2
Sept5	Snap25
Stx1a	Napa
Grin2b	Grin2a
Grin2b	Dlg2
Grin2a	Dlg2
Grin2b	Dlg3
Grin2a	Dlg3
Grin2b	Nos1
Grin2a	Nos1
Grin2b	Homer1
Grin2a	Homer1
Grin2b	Ctnnb1
Grin2a	Ctnnb1
Ctnnb1	Grin1
Nos1	Grin1
Homer1	Grin1
Grin2a	Dpysl2
Grin2b	Dpysl2
Dpysl2	Grin1
Snph	Stx1a
Lrrc7	Grin2b
Camk2a	Actn2
Bcl11a	Cask
Ppfia1	Grip1
Ppfia1	Gria2
Ppfia1	Ctnnb1
Ppfia1	Cdh2
Grip1	Ctnnb1
Grip1	Cdh2
Ptprf	Ctnnb1
Ptprf	Cdh2
Ncam1	Plcg1
Ncam1	Anp32a
Ncam1	Dpysl2
Ncam1	Pacsin1
Ncam1	Ppp1ca
Ncam1	Ppp2ca
Ncam1	Rock1
Ncam1	Tuba1a
Ncam1	Tubb2a
Sall2	Gapdh
Sall2	Parp1
Tacr1	Oprm1
Prr7	Dlg4
Aqp4	Dag1
Aqp4	Dmd
Snta1	Dag1
Snta1	Dmd
Snta1	Aqp4
Camk2a	Dlg1
Dlg1	Akap5
Nrd1	Adap1
Grin2a	Neto1
Slc1a1	Grin1
Slc1a1	Grin2a
Slc1a1	Dlg4
Dnajc5	Gnas
Gnas	Hspa8
Slc6a4	Gpm6b
Akt3	Abi1
Mapk1	Acaa2
Camk2a	Acp1
Mapk1	Acsbg1
Mapk1	Acsf2
Camk2a	Add2
Camk2a	Agap2
Mapk1	Akap12
Mapk1	Akap5
Akt3	Ampd3
Mapk1	Ap1b1
Mapk1	Ap2a2
Mapk1	Ap2b1
Mapk1	Ap2m1
Camk2a	Arhgap44
Mapk1	Arhgef2
Camk2a	Arhgef2
Akt3	Arhgef7
Camk2a	Arpc2
Camk2a	Asns
Mapk1	Asrgl1
Camk2a	Asrgl1
Mapk1	Atl1
Camk2a	Atp1a4
Akt3	Atp2b1
Camk2a	Bag5
Camk2a	Bag6
Camk2a	Brsk1
Camk2a	Bsn
Akt3	Bsn
Mapk1	Cadps
Camk2a	Cadps
Akt3	Cadps
Camk2a	Camk2b
Mapk1	Camk4
Akt3	Camkk1
Mapk1	Camkv
Camk2a	Camkv
Camk2a	Capza1
Camk2a	Capza2
Camk2a	Capzb
Mapk1	Caskin1
Camk2a	Caskin1
Akt3	Caskin1
Mapk1	Cdc37
Camk2a	Cdc37
Mapk1	Clasp2
Camk2a	Cnksr2
Akt3	Col1a1
Akt3	Col1a2
Mapk1	Copg1
Mapk1	Crtc1
Camk2a	Cttnbp2
Camk2a	Dbn1
Mapk1	Dbnl
Akt3	Dbnl
Mapk1	Dclk2
Camk2a	Dclk2
Mapk1	Dctn1
Mapk1	Dctn4
Camk2a	Dctn4
Mapk1	Dgkb
Camk2a	Dgkb
Mapk1	Dgkg
Camk2a	Dgkg
Mapk1	Dgkz
Mapk1	Dlg3
Camk2a	Dlg3
Mapk1	Dlg4
Camk2a	Dlgap1
Camk2a	Dlgap4
Mapk1	Dnaja1
Camk2a	Dnaja1
Camk2a	Dnaja2
Camk2a	Dnajb6
Camk2a	Dnm1l
Akt3	Dohh
Akt3	Dync1li1
Camk2a	Eci1
Akt3	Eef1d
Camk2a	Ehd1
Mapk1	Eif2s1
Akt3	Eif3a
Mapk1	Eif3b
Akt3	Eif3c
Akt3	Eif3e
Mapk1	Eif4a3
Camk2a	Eif5a
Camk2a	Epb41l1
Akt3	Evl
Mapk1	Exoc4
Camk2a	Exoc8
Mapk1	Farsa
Mapk1	Fmr1
Mapk1	Gars
Camk2a	Gars
Mapk1	Git1
Camk2a	Git1
Akt3	Git1
Akt3	Glul
Akt3	Gnas
Mapk1	Golga2
Akt3	Gphn
Mapk1	Gsk3b
Camk2a	Gsk3b
Camk2a	Gstm1
Mapk1	H1f0
Mapk1	Hadha
Akt3	Hcn1
Mapk1	Hist1h1b
Mapk1	Hist1h2bl
Mapk1	Hnrnpm
Mapk1	Hp1bp3
Mapk1	Hsd17b10
Camk2a	Hsd17b10
Camk2a	Hsph1
Camk2a	Hyou1
Mapk1	Ikbkap
Mapk1	Impact
Camk2a	Impact
Camk2a	Inpp4a
Camk2a	Iqsec3
Akt3	Isyna1
Camk2a	Itpka
Akt3	Itpr1
Mapk1	Kalrn
Camk2a	Khsrp
Camk2a	Kif2a
Camk2a	Kif5a
Mapk1	Kif5b
Mapk1	Klc1
Mapk1	Kpna1
Akt3	Llgl1
Mapk1	Lonp1
Mapk1	Lxn
Mapk1	Madd
Camk2a	Madd
Mapk1	Map1s
Camk2a	Map1s
Camk2a	Map2k1
Mapk1	Map4
Mapk1	Map6
Camk2a	Map6
Mapk1	Mapre3
Mapk1	MAST1
Akt3	Matk
Mapk1	Mecp2
Mapk1	Mink1
Camk2a	Mink1
Camk2a	Mob4
Akt3	Mtmr12
Camk2a	Myo5a
Akt3	Nckap1
Mapk1	Ncl
Mapk1	Ndrg1
Camk2a	Nfs1
Camk2a	Nrbf2
Camk2a	Ogt
Akt3	Pabpc1
Mapk1	Pacs1
Akt3	Pak3
Mapk1	Pc
Camk2a	Pclo
Mapk1	Pde10a
Camk2a	Pde2a
Akt3	Pde2a
Camk2a	Pde4b
Camk2a	Pde4d
Mapk1	Pdk1
Mapk1	Pdk2
Camk2a	Pex5l
Akt3	Pex5l
Mapk1	Pfkl
Camk2a	Phactr1
Mapk1	Phyhip
Mapk1	Phyhipl
Camk2a	Pi4ka
Akt3	Picalm
Mapk1	Pip5k1c
Camk2a	Pip5k1c
Mapk1	Pitpnm1
Mapk1	Ppfia3
Camk2a	Ppfia3
Mapk1	Ppm1e
Camk2a	Ppm1e
Mapk1	Ppp3cb
Akt3	Ppp5c
Mapk1	Prkaca
Mapk1	Prkar1a
Mapk1	Prkar1b
Mapk1	Prkar2a
Mapk1	Prkar2b
Camk2a	Prkca
Mapk1	Prkcb
Camk2a	Prkcb
Mapk1	Prkce
Camk2a	Prkcg
Mapk1	Psd
Camk2a	Psd
Mapk1	Psmc1
Mapk1	Psmc2
Camk2a	Psmc3
Mapk1	Psmc5
Mapk1	Psmd2
Akt3	Pspc1
Mapk1	Ptk2b
Akt3	Ptk2b
Akt3	Ptprn
Mapk1	Ptrf
Mapk1	Pygm
Camk2a	Pygm
Akt3	Pygm
Mapk1	Rab3d
Camk2a	Rab8a
Mapk1	Rabep1
Mapk1	Rabep2
Mapk1	Rabggta
Camk2a	Ran
Mapk1	Rapgef2
Camk2a	Rapgef2
Akt3	Rasgrf1
Camk2a	Rasgrf2
Mapk1	Rheb
Camk2a	Rheb
Mapk1	Rock2
Camk2a	Rock2
Mapk1	Rogdi
Mapk1	Rpap3
Mapk1	Rph3a
Mapk1	Rpl10
Mapk1	Rpl10a
Akt3	Rpl10a
Mapk1	Rpl12
Mapk1	Rpl13
Mapk1	Rpl13a
Mapk1	Rpl15
Mapk1	Rpl17
Akt3	Rpl17
Mapk1	Rpl18
Mapk1	Rpl18a
Mapk1	Rpl23a
Mapk1	Rpl24
Akt3	Rpl24
Mapk1	Rpl26
Mapk1	Rpl27a
Mapk1	Rpl28
Mapk1	Rpl3
Mapk1	Rpl30
Mapk1	Rpl36
Akt3	Rpl36
Mapk1	Rpl4
Mapk1	Rpl5
Mapk1	Rpl7
Mapk1	Rpl7a
Mapk1	Rplp0
Mapk1	Rplp2
Mapk1	Rps11
Mapk1	Rps13
Mapk1	Rps15
Mapk1	Rps16
Mapk1	Rps20
Camk2a	Rps20
Mapk1	Rps23
Mapk1	Rps24
Mapk1	Rps27
Mapk1	Rps27l
Mapk1	Rps3a
Mapk1	LOC100362640
Mapk1	Rps6
Mapk1	Rps7
Mapk1	Rps8
Mapk1	Rps9
Mapk1	Rtcb
Mapk1	Ruvbl1
Camk2a	Samd14
Akt3	Sec13
Akt3	Sec31a
Camk2a	Sept9
Mapk1	Sh3gl1
Mapk1	Slc27a1
Mapk1	Snd1
Akt3	Snx1
Mapk1	Sphkap
Akt3	Sptbn2
Akt3	Srcin1
Camk2a	Srcin1
Mapk1	Srr
Mapk1	Srsf5
Akt3	Stat3
Akt3	Stip1
Camk2a	Stk39
Mapk1	Stoml2
Camk2a	Strn
Akt3	Strn
Mapk1	Suclg1
Camk2a	Syngap1
Mapk1	Synj1
Akt3	Synrg
Mapk1	Tanc1
Camk2a	Tcp1
Akt3	Tollip
Mapk1	Top2a
Camk2a	Tpm3
Mapk1	Trim2
Akt3	Trim28
Mapk1	Trim3
Camk2a	Trim3
Akt3	Tsc22d1
Mapk1	Tufm
Camk2a	Ubl4a
Camk2a	Uqcrfs1
Akt3	Vars
Mapk1	Wars
Akt3	Wasf1
Mapk1	Wdr7
Camk2a	Wdr7
Mapk1	Zfr
Akt3	Zfr
Camk2a	Zwint
Akt1	Hcn1
Lyn	Itgb3
Lyn	Itgav
Lyn	Pdgfra
Lyn	Src
