OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Gja1	Dars
Gja1	Hist1h1b
Gja1	Tuba1a
Gja1	Ubb
Gja1	Capza2
Gja1	Txnrd1
Gja1	Capza1
Gja1	Gnai2
Gja1	Ctsl
Gja1	Tubb4a
Gja1	Nrm
Gja1	Rplp1
Gja1	Uqcrc2
Gja1	Prdx3
Gja1	Hspa9
Gja1	Gapdh
Gja1	Pld3
Gja1	Hsp90ab1
Gja1	Tubb4b
Gja1	Flnc
Gja1	Hspa8
Gja1	Tubb6
Gja1	Prdx5
Gja1	Flna
Gja1	Hnrpd
Gja1	Kpna1
Gja1	Psmb7
Gja1	Psmd2
Gja1	Hspa5
Gja1	Psmd7
Gja1	Vdac2
Gja1	Rcn1
Gja1	Eno1
Gja1	Slc25a5
Gja1	Slc25a4
Gja1	Atp1a1
Gja1	Elp6
Gja1	Elp5
Gja1	Trim21
Gja1	Hsd17b12
Gabbr1	Gabbr2
Katna1	Tcp1
Katna1	Stip1
Katna1	Stxbp1
Katna1	Rufy3
Katna1	Pgk1
Katna1	Mapre1
Katna1	Map2
Katna1	Katnb1
Katna1	Idh1
Katna1	Hspa1a
Katna1	Hspa8
Katna1	Hsp90ab1
Katna1	Hsp90aa1
Katna1	Pygm
Katna1	Dpysl2
Katna1	Krt1
Nos1	Ubc
Stub1	Nos1
Stub1	Hspa1a
Ubc	Scnn1g
Akt1	Gsk3b
Stk11	Hsp90aa1
Stk11	Cdc37
Nupl1	Nup54
Nup62	Nup54
Nr3c1	Ubc
Nr3c1	Stub1
Nr3c1	Mdm2
Camlg	Tmub1
Sharpin	Shank3
Sptan1	Shank3
Hif1a	Foxm1
Hif1a	Pin1
Senp6	Rara
Khdrbs1	Kcnab2
Faim	Xiap
Xiap	Diablo
Ptpn5	Grin2b
Grin1	Grin2b
March2	Stx12
March2	Stx8
March2	Vamp4
Abcb11	Ap2a1
Lnx1	Igsf5
Homer3	Psmc5
Psmc5	Grm1
Cacna1b	Ube2l3
Hdac3	Cebpa
Cebpa	Sumo1
Syp	Siah1
Syp	Siah2
Park2	Becn1
Park2	Ambra1
Adap1	Ranbp9
Kcna3	Mmp23
Drd1	Ranbp9
Cit	Ranbp9
Map1lc3a	Tuba1a
Map1lc3b	Tuba1a
Map1a	Tuba1a
Csnk2b	Eif4ebp1
Prkca	Eif4ebp1
Gabbr2	Psmc5
Psen1	Erlin2
Ncstn	Erlin2
Aph1a	Erlin2
Psenen	Erlin2
Sik3	Ywhaz
Sik3	Crtc2
Prkaa2	Crtc2
Sik2	Crtc2
Mdm2	Ptgs2
Eps15	Gria1
Bcl2l1	Dnm1l
Stk11	Prkaa2
Camkk1	Camk1
Camkk2	Camk1
Camkk2	Prkaa2
Ubc	Park2
Hspa4	Braf
Hspa4	Bag1
Braf	Akt1
Bag1	Akt1
Braf	Bad
Akt1	Sh2b2
Adrbk1	Akt1
Sncaip	Pphln1
Dlg4	Actg1
Dlg4	Klhl17
Srr	Fbxo22
Cacna1g	Ranbp9
Spp1	Ifitm3
Kat2b	Ptf1a
Neurod1	Tcf7l1
Wt1	Crebbp
Creb1	Hspa1a
Ep300	Atf5
Ep300	Sp1
Ret	Aip
E2f5	Ep300
Pi4k2a	Itch
Ntrk2	Ngfr
Ntrk3	Ngfr
App	Ngfr
Ngfr	Psen1
Prkaa1	Tsc2
Prkaa1	Flcn
Dok1	Shc1
Shc1	Sos1
Ptpn11	Irs1
Sqstm1	Prkci
Prkci	Mbp
Psen1	Efnb2
Src	Efnb2
Src	Ctf2
Efnb2	Nck2
Src	Csk
Rangap1	Ube2i
Usp46	Uba52
Park2	Mllt4
Nedd4l	Hcn1
Kcna5	Prkcz
Kcna5	Sqstm1
Bcl2	Bax
Insr	Plvap
Insr	Atic
Insr	Arcn1
Insr	Ptplad1
Insr	Grb14
Insr	Prkaa1
Insr	Prkaa2
Akt1	Gapdh
Sorbs3	Abl1
Abl2	Sorbs3
Ocrl	Rab1a
Ocrl	Rab5a
Ocrl	Rab6a
Ocrl	Rab8a
Ocrl	Rab14
Csnk1d	Snapin
Csnk1d	Map4
Vac14	Nos1
Mib1	Gbas
Mib1	Dync1h1
Mib1	C1qb
Mib1	C1qc
Mib1	Arhgef25
Mib1	Kb15
Mib1	Syngap1
Mib1	Lancl1
Mib1	Lrrc7
Mib1	Gstm3
Mib1	Lancl2
Mib1	Gstm1
Mib1	Ocrl
Mib1	Gstm5
Mib1	Hbb
Mib1	Ssbp1
Mib1	Htra2
Mib1	Tpm3
Mib1	Psd3
Mib1	Tgm1
Mib1	Dsg1
Mib1	Gys1
Mib1	Hist1h4b
Mib1	Blmh
Mib1	Fam109a
Mib1	Tmcc3
Mib1	Hist1h2bb
Mib1	Pde4b
Mib1	Arg1
Mib1	Gsta4
Mib1	Gstm6
Mib1	RGD1563769
Mib1	Selenbp1
Mib1	Serpinb13
Mib1	Nccrp1
Mib1	Tbc1d1
Mib1	Tbc1d30
Mib1	Gsdma
Mib1	Plbd1
Mib1	Psmb5
Mib1	Ggct
Mib1	Ldhb
Mib1	Pde4d
Mib1	Prss1
Mib1	Tspyl4
Mib1	Diras2
Mib1	Lphn3
Mib1	Mbp
Mib1	Gtf2i
Mib1	Rab11fip5
Mib1	Ythdc2
Mib1	Nos1
Mib1	Sbno1
Mib1	Ddx6
Mib1	Gpc4
Mib1	Pcf11
Mib1	Cdkl5
Mib1	Prpf4b
Mib1	Luzp1
Mib1	Nrxn1
Mib1	Pc
Mib1	Nrxn2
Mib1	Sntb2
Mib1	Atp5b
Mib1	Exosc10
Mib1	Gigyf2
Mib1	Gpc1
Mib1	Tubb4b
Mib1	Fnbp1
Mib1	Map9
Mib1	Apba1
Mib1	Tubb4a
Mib1	Apba2
Mib1	U2surp
Mib1	Atp5a1
Mib1	Ccar2
Mib1	Idh3B
Mib1	Mink1
Mib1	Zc3h14
Mib1	Ago3
Mib1	Nrxn3
Mib1	Tubb2a
Mib1	C2cd5
Mib1	Dmd
Mib1	Tceb3
Mib1	Tubb5
Mib1	Snta1
Mib1	Ass1
Mib1	Hmgcs2
Mib1	Edc3
Mib1	Cat
Mib1	Mark3
Mib1	Rbm27
Mib1	Sema6d
Mib1	Dcn
Mib1	Prpf6
Mib1	Tbr1
Mib1	Cherp
Mib1	Poldip3
Mib1	Rnmt
Mib1	Pard3
Mib1	Zfp598
Mib1	Eif2ak2
Mib1	Rpl5l1
Mib1	Cbr1
Mib1	Madd
Mib1	Hist1h1d
Mib1	Hnrnpdl
Mib1	Magee1
Mib1	Nup98
Mib1	Sh3pxd2a
Mib1	Tubb6
Mib1	Camk2b
Mib1	Pygb
Mib1	Tuba4a
Mib1	Col1a1
Mib1	Csnk2b
Mib1	Dhrs4
Mib1	Ivd
Mib1	Npm1
Mib1	Srsf1
Mib1	Tbc1d5
Mib1	Gcdh
Mib1	Idh2
Mib1	Phyhip
Mib1	Sipa1l1
Mib1	Tuba1c
Mib1	Csnk2a2
Mib1	Dis3l2
Mib1	Dld
Mib1	Nap1l1
Mib1	Camk2d
Mib1	Cyld
Mib1	Fam175b
Mib1	Map4k4
Mib1	Mark4
Mib1	Nf1
Mib1	Trmt10c
Mib1	Anapc7
Mib1	C1qbp
Mib1	Ctnnal1
Mib1	Idh3g
Mib1	Rbm17
Mib1	Usp6nl
Mib1	Camk2g
Mib1	Creb1
Mib1	Idh3a
Mib1	LOC687994
Mib1	Prnp
Mib1	Snx9
Mib1	Tdrd3
Mib1	Gkap1
Mib1	Hnrnph2
Mib1	Irs1
Mib1	Mef2c
Mib1	Tmem119
Mib1	Ankrd50
Mib1	Arhgap29
Mib1	Bgn
Mib1	Casq2
Mib1	Cnp
Mib1	Dennd5a
Mib1	Gsta5
Mib1	Lppr4
Mib1	Lrrc47
Mib1	Mical2
Mib1	Nap1l4
Mib1	Snx33
Mib1	Srsf5
Mib1	Tiam1
Mib1	Top3b
Mib1	Eif4e2
Mib1	Erbb2ip
Mib1	Fmnl2
Mib1	Gfap
Mib1	Hist1h1b
Mib1	Lgi1
Mib1	LOC289641
Mib1	Mef2d
Mib1	Mpp3
Mib1	Phax
Mib1	Sdc2
Mib1	Sucla2
Mib1	Syt7
Mib1	Tmcc2
Mib1	Ankrd34c
Mib1	Clp1
Mib1	Coro6
Mib1	Exosc9
Mib1	LOC100910660
Mib1	Map7
Mib1	Myt1l
Mib1	Rps15a
Mib1	Rundc3b
Mib1	Scaper
Mib1	Sin3a
Mib1	Tceb2
Mib1	Zranb2
Mib1	Agap1
Mib1	Ap3m2
Mib1	Cdc27
Mib1	Cdkl2
Mib1	Gpc5
Mib1	Hnrnpu
Mib1	Purb
Mib1	Rasal2
Mib1	RGD1564688
Mib1	Rgs3
Mib1	Slc25a4
Mib1	Srsf4
Mib1	Uggt1
Mib1	Babam1
Mib1	Col1a2
Mib1	Kcna1
Mib1	Sdpr
Mib1	Ywhah
Mib1	Actn1
Mib1	Cables1
Mib1	Exosc5
Mib1	Ilk
Mib1	Lmnb1
Mib1	Mrps35
Mib1	Phyhipl
Mib1	Pura
Mib1	Tmeff2
Mib1	Tub
Mib1	Crym
Mib1	Dapk3
Mib1	LOC501110
Mib1	Mctp1
Mib1	Otud4
Mib1	Pabpn1
Mib1	Rae1
Mib1	Spata2
Mib1	Usp3
Mib1	Anp32b
Mib1	Anp32e
Mib1	Arhgap23
Mib1	Atp5c1
Mib1	Cpeb2
Mib1	Exosc2
Mib1	Fbxl16
Mib1	Fibp
Mib1	Hnrnpa1
Mib1	Ncl
Mib1	Sdc3
Mib1	Spock1
Mib1	Srp14
Mib1	Srsf7
Mib1	Utp18
Mib1	Vps33b
Mib1	Xylt1
Mib1	Atp2a3
Mib1	Bco2
Mib1	Cbln1
Mib1	Cbln3
Mib1	Gpc3
Mib1	H2afy
Mib1	Htra1
Mib1	Kpna3
Mib1	Kras
Mib1	Lasp1
Mib1	Parva
Mib1	Plg
Mib1	Ppp1cb
Mib1	RGD1562399
Mib1	Scaf11
Mib1	Sema5a
Mib1	Smn1
Mib1	Spock2
Mib1	Strap
Mib1	Tmeff1
Mib1	U2af2
Mib1	Zc2hc1a
Mib1	Abcc3
Mib1	Apba3
Mib1	Atp6v1d
Mib1	Clpx
Mib1	Dgkd
Mib1	Dmxl1
Mib1	Exosc6
Mib1	Exosc7
Mib1	Fhl1
Mib1	Gnb3
Mib1	Jmjd1c
Mib1	Pdp1
Mib1	Peak1
Mib1	Pnn
Mib1	Rala
Mib1	Rap1a
Mib1	RGD1304704
Mib1	RGD1564606
Mib1	Rnf14
Mib1	Rps3a
Mib1	Rps5
Mib1	Rsu1
Mib1	Sipa1l3
Mib1	Smg6
Mib1	Snrpd3
Mib1	Tcf20
Mib1	Tfpi
Mib1	Acin1
Mib1	Acsbg1
Mib1	Ascc1
Mib1	Car10
Mib1	Cacng8
Mib1	Cyth1
Mib1	Dnpep
Mib1	Gnl3l
Mib1	Hp1bp3
Mib1	Kbtbd8
Mib1	Larp1
Mib1	Larp7
Mib1	Lims1
Mib1	LOC360933
Mib1	Mctp2
Mib1	Pax6
Mib1	Prkd1
Mib1	Rac3
Mib1	Rbmxrtl
Mib1	RGD1306195
Mib1	RGD1563613
Mib1	Sbf1
Mib1	Secisbp2l
Mib1	Sept2
Mib1	Shoc2
Mib1	Sipa1l2
Mib1	Sugt1
Mib1	Uhrf2
Mib1	Wdhd1
Mib1	Wdr24
Mib1	Zfc3h1
Mib1	Scyl2
Mib1	Dll4
Mib1	Ctnnb1
Mib1	Ctnna1
Mib1	Ube2d2
Clcn1	Crbn
Clcn1	Cul4b
Clcn1	Ddb1
Esr1	Dyx1c1
Esr2	Dyx1c1
Esr1	Ncoa1
Irs2	Nedd4
Park2	Arrb1
Ptn	Sdc3
Csk	Pag1
Dmd	Dtnb
Utrn	Dtnb
Dmd	Dtna
Utrn	Dtna
Mbtps1	S1pr5
Plekhg5	Mpdz
Cacna1a	Ube2l3
Cacna1a	Map1b
Jun	Klf5
Lrp2	Dync1i2
Lrp2	Ldlrap1
Ldlrap1	Dync1i2
Ntrk1	Usp8
Eea1	Ntrk1
Eea1	Usp8
Eea1	Copb1
Arfgap1	Cltc
Arfgap1	Ap2a1
Arfgap1	Copg1
Arfgap1	Hspa4
Arfgap1	Tubb3
Arfgap1	Ap2m1
Arfgap1	Cep135
Arfgap1	Copb1
Arfgap1	Ctbp1
Tfrc	Arfgap1
Tfrc	Ap2b1
Tfrc	Arf6
Tfap2a	Cftr
Nox4	Hspa1a
Nox4	Stub1
Stub1	Chrna3
Stub1	Ubxn2a
Stub1	Vcp
Vcp	Chrna3
Vcp	Ubxn2a
Tagln	G6pd
Tagln	Traf6
Gria1	Tnik
Gria1	Traf2
Slc22a8	Nedd4l
Cyp2e1	Jun
Cyp2e1	Jund
Junb	Map3k1
Mat1a	Pdrg1
Pdrg1	Mat2a
Nos1	Prkd1
Trpv1	Akap5
Hspb1	Mapkapk5
Aip	Pde4a
Arrb1	Pde4a
Disc1	Pde4a
Map3k7	Prkaa1
Kcnma1	Pla2g4a
Kcnmb1	Pla2g4a
Mapk3	Ptgs2
Mapk1	Ptgs2
Src	Celf2
Mapk14	Atf2
Mapk14	Map2k3
Sftpa1	Prdx6
Fgfr1	Rps6ka1
Drd2	Gria2
Drd2	Gria1
Drd2	Nsf
Gria2	Nsf
Gria2	Pik3r1
Akt1	Foxo3
Akt1	Gsk3a
Bsn	Dao
Dao	Dync1h1
Dao	Prrc2c
Dao	Pclo
Dao	Prkcg
Dao	Srcin1
Dao	Pc
Dao	Rapgef4
Dao	Cep97
Dao	Phyhip
Dao	Map1b
Dao	Pabpc1
Dao	Ylpm1
Dao	Ap1b1
Dao	Ppp1cb
Dao	Crmp1
Dao	Erc1
Dao	Clint1
Dao	Dynll2
Dao	Ncoa6
Dao	Dsp
Dao	RGD1307660
Dao	Pfn1
Dao	Sacs
Dao	Myh10
Dao	Atp6v0a1
Dao	Prex2
Dao	Atp6v1a
Dao	Ap2a1
Dao	Immt
Dao	Atp6v1b2
Dao	Sdha
Dao	Ndufa9
Dao	Ank1
Dao	Ap2b1
Dao	Rps3
Dao	Slc4a4
Dao	Rplp0
Dao	Map1a
Dao	Upf1
Dao	Slc12a5
Dao	Erlin2
Dao	Cntnap1
Dao	Ndufs2
Dao	Ap2a2
Dao	Pygb
Pten	Csk
Pten	Gja1
Pten	Src
Csk	Gja1
Dao	Hk1
Dao	C1qbp
Dao	Aqp4
Dao	Ncam1
Dao	Napb
Dao	Myo5a
Dao	LOC100911597
Dao	Slc1a2
Dao	Mtch2
Dao	Atp8a1
Dao	Ndufb5
Dao	Atp6v1c1
Dao	Prkcb
Dao	Ndufv1
Dao	Arf5
Dao	Sfxn3
Dao	Napa
Dao	Rps18
Dao	Sfxn1
Dao	Rab7a
Dao	Ank2
Dao	Kif5c
Dao	Ndufb10
Dao	Negr1
Dao	Ilf2
Dao	Rps8
Dao	Flot1
Dao	Igsf8
Dao	Ndufv2
Dao	Arf4
Dao	Myh9
Dao	Gnb4
Dao	Ppp1cc
Dao	Mff
Dao	Dnm1l
Dao	Rbm14
Dao	Ndufs4
Dao	Ndufb7
Dao	Ndufa12
Dao	Rps19
Dao	Maoa
Dao	Ddx5
Dao	Mtx2
Dao	Stoml2
Dao	Ndufb8
Dao	Rpl7
Dao	Ndufb11
Dao	Cacna2d1
Dao	Dpp6
Dao	Bin1
Dao	Cacna2d2
Dao	Sccpdh
Dao	Rab2a
Dao	Eef1a2
Dao	Dnm3
Dao	Lmnb1
Dao	Syn1
Erbb2	L1cam
Erbb3	L1cam
Dao	Rpl30
Dao	Rpl14
Dao	Pygm
Dao	Elavl1
Dao	Uqcrb
Dao	Ndufa5
Dao	Atp2a3
Dao	Rap1b
Dao	Ndufs8
Dao	Nfasc
Dao	Hp1bp3
Dao	Car4
Dao	Kctd12
Dao	Gria4
Dao	LOC100362640
Dao	Ndufc2
Dao	Idh3B
Dao	Purb
Dao	Slc1a6
Dao	Mapre2
Dao	Myl6
Dao	Apoo
Dao	Gnaq
Dao	Rab5c
Dao	Rtn4
Dao	Tufm
Dao	Mgst3
Dao	Vapa
Dao	Tardbp
Dao	Gja1
Dao	Rplp2
Dao	LOC102555453
Dao	Sec22b
Dao	Erc2
Dao	LOC679739
Dao	Ddx3x
Dao	Cadm3
Dao	Cyfip2
Dao	Ndufa11
Dao	Uqcrfs1
Dao	Fam162a
Dao	Gria1
Dao	Apoe
Dao	Rps2
Dao	Slc32a1
Dao	Thy1
Dao	Inpp5a
Dao	Adam22
Dao	Sdhb
Dao	Rpl3
Dao	Itpr3
Dao	Maob
Dao	Stx7
Dao	Amph
Dao	Ntm
Dao	Myh14
Dao	RGD1562953
Dao	Chchd3
Dao	Arl8a
Dao	Rps6
Dao	Rps9
Dao	Rpl22
Dao	Ddost
Dao	Ogt
Dao	Dync1li2
Dao	Trim3
Dao	Stx12
Dao	Unc13a
Dao	Samm50
Ptprz1	Dlg4
Ptprz1	Erbb4
Ptprz1	Syngap1
Ptprz1	Dlg2
Cdk5	Cdc25a
Cdk5	Cdc25b
Cdk5	Cdc25c
Cdc25a	Ywhae
Cdc25b	Ywhae
Cdc25c	Ywhae
Agap2	Grip1
Ywhah	Nf1
Rtn1	Ryr2
Rtn4	Rtn1
Park2	Trib3
Rtkn	Rhoa
Gapdh	Rilpl1
Hdac1	Daxx
Sqstm1	Lrrk2
Ptpn5	Dlg4
Ptpn5	Grin2a
Ptpn5	Fyn
Pink1	Snca
Nf1	Sdc3
Nf1	Cask
Sdc2	Sdc3
Sdc2	Nf1
Bcl2l1	Tp53
Cacna1a	Rnf138
Mdm2	Adrb2
Mdm2	Arrb1
Sh2b3	Sh2b1
Sh2b3	Ntrk1
Sh2b1	Ntrk1
Abcc2	Slc9a3r1
Nrg2	Erbb3
Nrg2	Erbb4
Ptgs2	Ptger1
Aatf	Mapt
Grasp	Grm1
Grasp	Grm2
Grasp	Grm3
Grasp	Gabrb2
Grasp	Grm5
Aatf	Mns1
Aatf	Pmf1
Aatf	Tsg101
Aatf	Bloc1s2
Atcay	Gls
Adap1	Kif13b
Adora1	Egfr
Actb	Espn
Espn	Baiap2
Grik2	Dlg4
Grik2	Map3k11
Dlg4	Map3k11
Slc22a6	Nedd4
Rfwd2	Pnpla2
Pttg1	Mapk3
Pttg1	Pik3r1
Pttg1	Pik3cg
Agtr1a	Agt
Calm1	Camk1
Calm1	Pnck
Calm1	Camk2a
Calm1	Camk2b
Calm1	Camk2g
Calm1	Camk4
Calm1	Camkk1
Calm1	Camkk2
Calm1	Camkv
Calm1	Phkg2
Calm1	Ppp3ca
Calm1	Nos1
Calm1	Itpka
Calm1	Cnp
Calm1	Pde1a
Calm1	Pde1b
Calm1	Gapdh
Calm1	Pfkm
Calm1	Pygb
Calm1	Atp2b1
Calm1	Itpr1
Calm1	Tuba1a
Calm1	Map6
Calm1	Map2
Calm1	Sptan1
Calm1	Add2
Calm1	Marcks
Calm1	Syn1
Calm1	Syn2
Calm1	Akap5
Calm1	Rph3a
Calm1	Ywhae
Calm1	Mbp
Calm1	Hsp90ab1
Calm1	Ssb
Wfs1	Calm1
Agtr1a	Drd1
Fgf1	S100a13
Gnai3	Rasa3
Klhl3	Mybpc3
Ap3b1	Pld1
Clta	Cltb
Ntrk2	Uchl1
Aoc3	Aldh2
Dmpk	Pln
Park7	Prdx2
Syt4	Park2
Park7	Prdx1
Park7	Gapdh
Park7	Mb
Park7	Rnf181
Park7	Pgm1
Park7	Acadvl
Park7	Ehd4
Park7	Dlat
Park7	Cpt2
Park7	Acsf2
Park7	Acss1
Park7	Prkaa2
Park7	Myh6
Park7	Pygm
Mst1	Tnni3
Plcg1	Grb2
Sumo1	Arc
Arc	Camk2a
Arc	Camk2b
Arc	Dnm2
Arc	Dlg4
Rtn4r	Fgfr1
Dbn1	Arc
Gja1	Mpc2
Gja1	LOC100362640
Gja1	Hadh
Gja1	Epm2a
Gja1	Gfm1
Gja1	Idh3a
Gja1	Cds2
Gja1	Suclg1
Gja1	Vcp
Gja1	Rpl6
Gja1	Bdh1
Gja1	Cand1
Gja1	Hnrnpk
Gja1	Decr1
Gja1	Kif5b
Gja1	Rps25
Gja1	Echs1
Gja1	Rps3
Gja1	Hnrnph1
Gja1	Sdha
Gja1	Cs
Gja1	Lonp1
Gja1	Atp5g2
Gja1	Opa1
Gja1	Akr7a2
Gja1	Cand2
Gja1	Hspb6
Gja1	Gls2
Gja1	Mfn1
Gja1	Acadm
Gja1	Acp1
Gja1	Alb
Gja1	Atp1a2
Gja1	C3
Gja1	C4a
Gja1	Ckm
Gja1	Gstm2
Gja1	Hbb
Gja1	Hprt1
Gja1	Idh1
Gja1	Itgb1
Gja1	Ivd
Gja1	Ldha
Gja1	Ldhb
Gja1	Mdh1
Gja1	Myl3
Gja1	Lgals3bp
Gja1	Man2c1
Gja1	Pgk1
Gja1	Ppp2ca
Gja1	Prss1
Gja1	Sod2
Gja1	Eef1a2
Gja1	Tf
Gja1	Tpi1
Gja1	Kpnb1
Gja1	Hspa1l
Gja1	Slc16a1
Gja1	Hk1
Gja1	Hk2
Gja1	Pc
Gja1	Fhl1
Gja1	Bgn
Gja1	Bckdha
Gja1	Bsg
Gja1	Acsl1
Gja1	Cycs
Gja1	Phb
Gja1	Acadvl
Gja1	Cpt2
Gja1	Eno3
Gja1	Hba1
Gja1	Anxa5
Gja1	Got2
Gja1	Pygb
Gja1	CYTB
Gja1	ND1
Gja1	COX1
Gja1	ND4
Gja1	ND5
Gja1	Hspa4
Gja1	Prss3
Gja1	Krt17
Gja1	Nit2
Gja1	Pdhb
Gja1	Esd
Gja1	Adprhl1
Gja1	Fbln5
Gja1	Mylk3
Gja1	Casq2
Gja1	Tubb5
Gja1	Rps7
Gja1	Etfb
Gja1	Coq3
Gja1	Ehd1
Gja1	Cct4
Gja1	Actr1a
Gja1	Dync1h1
Gja1	Mccc1
Gja1	Pebp1
Gja1	Myh7
Gja1	Dnajc10
Gja1	Hnrnpa1
Gja1	Mybpc3
Gja1	Timm44
Gja1	Ap1b1
Gja1	Atp2a2
Gja1	Slc8a1
Gja1	Dld
Gja1	Dlst
Gja1	Samm50
Gja1	Krt75
Gja1	Krt1
Gja1	Uqcrc1
Gja1	Abcb7
Gja1	Eif4a2
Gja1	Coq5
Gja1	Hnrnpdl
Gja1	Letm1
Gja1	Vcl
Gja1	Tmem38a
Gja1	Hnrnph2
Gja1	Crat
Gja1	Immt
Gja1	Hsdl2
Gja1	Lrpprc
Gja1	Tuba4a
Gja1	Hba2
Gja1	Rpl23a
Gja1	Adck3
Gja1	Wdr1
Gja1	Ogdh
Gja1	Idh2
Gja1	Mccc2
Gja1	Hnrnpa3
Gja1	Hnrnpa2b1
Gja1	C1qc
Gja1	Hsp90b1
Gja1	Syncrip
Gja1	Myl2
Gja1	Trim72
Gja1	Krt5
Gja1	Krt10
Gja1	Ndufs4
Gja1	Rmdn1
Gja1	Ywhag
Gja1	Gpc1
Gja1	Gpd1
Gja1	Acsf2
Gja1	Fhl2
Gja1	Aldh9a1
Gja1	Atp5h
Gja1	Uba52
Gja1	Hnrnpf
Gja1	Mthfd1
Gja1	Acads
Gja1	Fmod
Gja1	Ech1
Gja1	Pln
Gja1	Mvp
Gja1	Rps8
Gja1	Pfkm
Gja1	LOC683313
Gja1	Pcca
Gja1	Ryr2
Gja1	Oxct1
Gja1	Gys1
Gja1	Fabp3
Gja1	Hsd17b4
Gja1	Aco2
Gja1	Actn1
Gja1	Dlat
Gja1	Lum
Gja1	Aldh6a1
Gja1	Rps9
Gja1	Mdh2
Gja1	Vdac1
Gja1	Vdac3
Gja1	Aifm1
Gja1	Psmd1
Gja1	Idh3B
Gja1	Cox5b
Prkaca	Hif1a
Sparc	Fgf2
Egln1	Rela
Wfdc18	Fgfr1
Tssc1	Vps51
Tssc1	Vps52
Tssc1	Vps53
Tssc1	Ccdc132
Cldn16	Pdzrn3
Nfkbia	Sumo2l
Tnfrsf1a	Bag4
Tnfrsf1a	Tradd
Ripk1	Traf2
Ripk1	Tradd
Bcl10	Birc3
Bcl10	Traf2
Map3k5	Ywhab
Map3k5	Ppp5c
Dyrk1a	Hip1
Hip1	Casp3
Slc25a3	Ppif
Rnf8	Herc2
Scn5a	Kcnj2
Kcnj2	Camk2a
Ntrk1	Gga3
Gga3	Arf6
Gga3	Arf1
Gga3	Arf3
Nox4	Cyld
Itm2b	Ywhae
Itm2b	Ywhag
Itm2b	Ywhaq
Itm2b	Ywhaz
Itm2b	Cnp
Itm2b	Psmd2
Itm2b	Bckdha
Itm2b	Hsd17b10
Itm2b	Rps10
Itm2b	Rps11
Itm2b	Rps13
Itm2b	Rps16
Itm2b	Rps19
Itm2b	Rps20
Itm2b	Rps25
Itm2b	Rps26
Itm2b	Rps3
Itm2b	Rps3a
Itm2b	LOC100362640
Itm2b	Rps7
Itm2b	Rpsa
Itm2b	Slc3a2
Itm2b	Hspd1
Itm2b	Rplp0
Itm2b	Rpl11
Itm2b	Rpl12
Itm2b	Rpl13
Itm2b	Rpl22
Itm2b	Rpl27
Itm2b	Rpl4
Itm2b	Rpl6
Itm2b	Rpl7
Itm2b	Hspa5
Itm2b	Anp32a
Itm2b	Aco2
Itm2b	Actc1
Itm2b	Actb
Itm2b	Actg2
Itm2b	Ablim2
Itm2b	Actr3
Itm2b	Necap1
Itm2b	Ahcyl1
Itm2b	Ak1
Itm2b	Cap2
Itm2b	Slc25a4
Itm2b	Slc25a5
Itm2b	Arf4
Itm2b	Arfgap1
Itm2b	Acan
Itm2b	A2m
Itm2b	Actn1
Itm2b	Add1
Itm2b	Actr1a
Itm2b	Eno1
Itm2b	Ina
Itm2b	Napa
Itm2b	Maoa
Itm2b	Amph
Itm2b	Anks1b
Itm2b	Ank3
Itm2b	Ap1b1
Itm2b	Ap1m1
Itm2b	Ap2a2
Itm2b	Ap2b1
Itm2b	Ap2m1
Itm2b	Ap2s1
Itm2b	Aak1
Itm2b	Agap2
Itm2b	Got2
Itm2b	Dars
Itm2b	Atl1
Itm2b	Atp5f1
Itm2b	Atp5a1
Itm2b	Atp5b
Itm2b	Atp5h
Itm2b	Atp5d
Itm2b	Atp5i
Itm2b	Atp5j2
Itm2b	Atp5l
Itm2b	Atp5c1
Itm2b	Atp5o
Itm2b	Atp5j
Itm2b	Abca7
Itm2b	Pfkm
Itm2b	Pfkp
Itm2b	Epb41l1
Itm2b	Bcam
Itm2b	Add2
Itm2b	Arrb1
Itm2b	Napb
Itm2b	Atic
Itm2b	Basp1
Itm2b	Baiap2
Itm2b	Bcan
Itm2b	Camk2a
Itm2b	Camk2b
Itm2b	Camk2d
Itm2b	Camk2g
Itm2b	Calcoco1
Itm2b	Cadps
Itm2b	Calm1
Itm2b	Capn2
Itm2b	Camkv
Itm2b	Prkaca
Itm2b	Car4
Itm2b	Csnk2a1
Itm2b	Csnk2b
Itm2b	Ctnnb1
Itm2b	Slc7a2
Itm2b	Cnrip1
Itm2b	Cd9
Itm2b	Cisd1
Itm2b	Cadm4
Itm2b	Cend1
Itm2b	Chtf8
Itm2b	Cs
Itm2b	Snap91
Itm2b	Cltc
Itm2b	Clta
Itm2b	Cltb
Itm2b	Cldn11
Itm2b	Clasp2
Itm2b	Cfl1
Itm2b	Col3a1
Itm2b	C1qa
Itm2b	C1qb
Itm2b	C1qc
Itm2b	C3
Itm2b	C1qbp
Itm2b	Cplx1
Itm2b	Cnksr2
Itm2b	Cntn1
Itm2b	Cntnap1
Itm2b	Cpne9
Itm2b	H2afy
Itm2b	Crp
Itm2b	Ckm
Itm2b	Ckmt1b
Itm2b	Cand1
Itm2b	Cxcr4
Itm2b	Cdk5
Itm2b	Gak
Itm2b	Uqcrc2
Itm2b	Uqcrq
Itm2b	Uqcrfs1
